"","target","source","flow"
"269","CG","CH",1
"270","CG","FR",8
"271","CG","IT",2
"272","CG","TH",1
"273","CH","AE",6
"274","CH","AR",4
"275","CH","AT",13
"276","CH","AU",12
"277","CH","AW",2
"278","CH","BE",4
"279","CH","BG",1
"280","CH","BR",2
"281","CH","CA",8
"282","CH","CH",1
"283","CH","CN",7
"284","CH","CO",2
"285","CH","CY",1
"286","CH","DE",47
"287","CH","DK",5
"288","CH","DO",1
"289","CH","EE",1
"290","CH","ES",19
"291","CH","FI",1
"292","CH","FR",73
"293","CH","GB",33
"294","CH","GR",3
"295","CH","HK",29
"296","CH","ID",5
"297","CH","IN",2
"298","CH","IS",1
"299","CH","IT",143
"300","CH","JP",22
"301","CH","KR",20
"302","CH","KW",1
"303","CH","LA",1
"304","CH","LB",1
"305","CH","LV",1
"306","CH","MA",1
"307","CH","MC",6
"308","CH","MG",4
"309","CH","MO",12
"310","CH","MU",9
"311","CH","MX",20
"312","CH","MY",18
"313","CH","NL",24
"314","CH","NZ",2
"315","CH","PT",9
"316","CH","QA",2
"317","CH","RU",2
"318","CH","SG",24
"319","CH","SI",4
"320","CH","TH",19
"321","CH","TR",8
"322","CH","TW",13
"323","CH","US",37
"324","CH","UY",2
"325","CH","VN",2
"326","CH","ZA",6
"327","CI","CH",4
"328","CI","FR",9
"329","CI","MU",1
"330","CL","AT",2
"331","CL","AU",1
"332","CL","CA",1
"333","CL","CH",8
"334","CL","FR",13
"335","CL","IT",6
"336","CL","PH",1
"337","CL","SG",1
"338","CL","TH",2
"339","CL","TR",1
"340","CL","US",3
"341","CL","ZA",1
"342","CM","FR",1
"343","CN","AR",5
"344","CN","AT",6
"345","CN","AU",6
"346","CN","BE",7
"347","CN","BG",2
"348","CN","BO",5
"349","CN","BR",1
"350","CN","BW",1
"351","CN","CA",19
"352","CN","CH",51
"353","CN","CO",3
"354","CN","DE",33
"355","CN","DK",1
"356","CN","ES",26
"357","CN","FR",103
"358","CN","GB",54
"359","CN","HR",1
"360","CN","ID",7
"361","CN","IT",161
"362","CN","JP",24
"363","CN","KR",17
"364","CN","LU",2
"365","CN","MN",1
"366","CN","MX",6
"367","CN","MY",4
"368","CN","NE",1
"369","CN","NL",19
"370","CN","NO",1
"371","CN","PA",1
"372","CN","PG",2
"373","CN","PT",2
"374","CN","SG",28
"375","CN","TH",27
"376","CN","TR",17
"377","CN","US",16
"378","CN","VE",1
"379","CN","VN",6
"380","CN","ZA",8
"381","CN","ZW",2
"382","CO","AE",1
"383","CO","AR",1
"384","CO","AT",2
"385","CO","AU",1
"386","CO","BO",2
"387","CO","CH",6
"388","CO","DE",1
"389","CO","ES",8
"390","CO","FR",6
"391","CO","IT",18
"392","CO","JP",1
"393","CO","MX",8
"394","CO","NL",3
"395","CO","SG",1
"396","CO","TH",4
"397","CO","US",8
"398","CR","CH",3
"399","CR","DE",1
"400","CR","FR",1
"401","CR","MX",4
"402","CR","US",1
"403","CU","CH",2
"404","CW","US",3
"405","CY","CH",10
"406","CY","FR",1
"407","CY","JP",1
"408","CY","LB",2
"409","CZ","CA",2
"410","CZ","CH",10
"411","CZ","ID",1
"412","CZ","SG",1
"413","CZ","TH",2
"414","DE","AE",5
"415","DE","AR",6
"416","DE","AU",6
"417","DE","BR",3
"418","DE","CA",12
"419","DE","CH",39
"420","DE","CM",1
"421","DE","CN",8
"422","DE","CO",8
"423","DE","FR",3
"424","DE","HK",1
"425","DE","ID",4
"426","DE","IN",2
"427","DE","IS",1
"428","DE","JP",19
"429","DE","KR",12
"430","DE","LA",2
"431","DE","MO",2
"432","DE","MU",2
"433","DE","MW",2
"434","DE","MX",8
"435","DE","MY",6
"436","DE","MZ",1
"437","DE","PE",3
"438","DE","PH",11
"439","DE","PY",1
"440","DE","RU",1
"441","DE","SD",1
"442","DE","SG",18
"443","DE","SN",2
"444","DE","TD",1
"445","DE","TH",9
"446","DE","TR",7
"447","DE","TW",1
"448","DE","US",22
"449","DE","UY",1
"450","DE","VE",1
"451","DE","VN",3
"452","DE","ZA",25
"453","DE","ZM",1
"454","DE","ZW",3
"455","DK","AU",2
"456","DK","BR",5
"457","DK","CA",1
"458","DK","CH",19
"459","DK","FR",1
"460","DK","ID",3
"461","DK","JP",1
"462","DK","MX",4
"463","DK","NO",1
"464","DK","SG",1
"465","DK","SN",7
"466","DK","TH",6
"467","DK","US",3
"468","DK","ZA",3
"469","DK","ZW",3
"470","DM","CH",1
"471","DO","CH",5
"472","DO","FR",6
"473","DO","IT",9
"474","DO","US",5
"475","DZ","CH",2
"476","DZ","FR",4
"477","DZ","IT",4
"478","DZ","SN",1
"479","EC","CH",3
"480","EC","CO",3
"481","EC","DE",1
"482","EC","ES",1
"483","EC","FR",1
"484","EC","MX",1
"485","EC","NL",1
"486","EC","TH",1
"487","EC","US",2
"488","EE","CA",5
"489","EE","CH",5
"490","EE","TH",2
"491","EE","ZA",2
"492","EG","BR",2
"493","EG","CH",13
"494","EG","DE",1
"495","EG","FR",9
"496","EG","IT",11
"497","EG","NL",5
"498","EG","TH",2
"499","EG","US",1
"500","ES","AE",1
"501","ES","AM",1
"502","ES","AR",7
"503","ES","BR",4
"504","ES","CH",22
"505","ES","CN",4
"506","ES","CO",6
"507","ES","FR",1
"508","ES","HK",13
"509","ES","ID",12
"510","ES","JP",13
"511","ES","KR",8
"512","ES","MU",1
"513","ES","MX",11
"514","ES","MY",1
"515","ES","NI",2
"516","ES","PA",1
"517","ES","PH",1
"518","ES","PY",3
"519","ES","SG",12
"520","ES","SN",3
"521","ES","TH",6
"522","ES","TN",1
"523","ES","TR",3
"524","ES","US",6
"525","ES","VN",2
"526","ES","ZA",3
"527","ET","CH",2
"528","ET","FR",2
"529","ET","TH",1
"530","FI","AU",1
"531","FI","BR",3
"532","FI","CA",1
"533","FI","CH",13
"534","FI","HK",1
"535","FI","TH",3
"536","FI","ZA",1
"537","FJ","AU",3
"538","FR","AE",22
"539","FR","AR",3
"540","FR","AU",10
"541","FR","BO",1
"542","FR","BR",12
"543","FR","CA",13
"544","FR","CH",116
"545","FR","CN",27
"546","FR","CO",7
"547","FR","DO",1
"548","FR","FR",18
"549","FR","HK",5
"550","FR","ID",10
"551","FR","IL",4
"552","FR","IN",2
"553","FR","JP",31
"554","FR","KR",17
"555","FR","LB",7
"556","FR","MA",10
"557","FR","MG",9
"558","FR","ML",1
"559","FR","MO",3
"560","FR","MU",14
"561","FR","MX",22
"562","FR","MY",10
"563","FR","PE",1
"564","FR","PG",2
"565","FR","PH",6
"566","FR","PT",1
"567","FR","RU",5
"568","FR","SG",44
"569","FR","SN",4
"570","FR","TD",1
"571","FR","TH",17
"572","FR","TN",13
"573","FR","TR",22
"574","FR","TW",6
"575","FR","UA",16
"576","FR","US",55
"577","FR","VN",2
"578","FR","ZA",13
"579","FR","ZM",1
"580","FR","ZW",2
"581","GA","FR",6
"582","GA","IT",2
"583","GA","SN",1
"584","GB","AE",5
"585","GB","AU",5
"586","GB","BR",5
"587","GB","CA",6
"588","GB","CH",26
"589","GB","CN",12
"590","GB","CO",12
"591","GB","DE",1
"592","GB","FR",7
"593","GB","HK",1
"594","GB","ID",4
"595","GB","JP",8
"596","GB","KR",3
"597","GB","KW",1
"598","GB","LB",5
"599","GB","MO",1
"600","GB","MX",1
"601","GB","SA",1
"602","GB","SG",11
"603","GB","TH",6
"604","GB","TR",5
"605","GB","US",18
"606","GB","VN",2
"607","GB","ZA",3
"608","GB","ZW",1
"609","GD","CH",1
"610","GD","US",1
"611","GE","AT",2
"612","GE","CH",7
"613","GE","FR",10
"614","GE","GB",2
"615","GE","IT",10
"616","GE","PL",4
"617","GE","TG",1
"618","GE","TH",2
"619","GE","VN",1
"620","GF","CH",1
"621","GG","GB",1
"622","GH","CH",2
"623","GH","FR",2
"624","GH","IT",3
"625","GI","CH",3
"626","GI","ES",2
"627","GI","FR",1
"628","GM","IT",2
"629","GN","FR",3
"630","GP","AT",1
"631","GP","CH",4
"632","GP","US",8
"633","GQ","FR",2
"634","GR","CA",6
"635","GR","CH",9
"636","GR","CO",1
"637","GR","HK",2
"638","GR","JP",1
"639","GR","SM",2
"640","GR","TH",2
"641","GR","US",7
"642","GR","ZA",1
"643","GT","AT",3
"644","GT","AU",1
"645","GT","CH",6
"646","GT","DE",1
"647","GT","FR",3
"648","GT","MX",7
"649","GT","PA",1
"650","GT","US",1
"651","GU","CH",11
"652","GU","HK",1
"653","GU","IT",2
"654","GU","SG",6
"655","HK","AE",1
"656","HK","AR",2
"657","HK","AT",7
"658","HK","AU",6
"659","HK","BE",1
"660","HK","BO",5
"661","HK","BR",7
"662","HK","CA",10
"663","HK","CH",72
"664","HK","CO",8
"665","HK","DE",4
"666","HK","DK",5
"667","HK","ES",33
"668","HK","FR",24
"669","HK","GB",3
"670","HK","ID",7
"671","HK","IN",1
"672","HK","IS",1
"673","HK","IT",66
"674","HK","JP",26
"675","HK","KR",44
"676","HK","LA",1
"677","HK","LU",3
"678","HK","MU",4
"679","HK","MX",3
"680","HK","MY",9
"681","HK","NL",10
"682","HK","NZ",2
"683","HK","PE",1
"684","HK","PG",2
"685","HK","PH",1
"686","HK","PT",4
"687","HK","SG",82
"688","HK","SM",2
"689","HK","TH",22
"690","HK","TR",11
"691","HK","US",41
"692","HK","VN",1
"693","HK","ZA",3
"694","HK","ZW",2
"695","HN","CH",2
"696","HN","DE",1
"697","HN","FR",1
"698","HN","MX",7
"699","HN","SV",1
"700","HN","US",3
"701","HR","AT",1
"702","HR","CH",4
"703","HR","ES",1
"704","HR","FR",3
"705","HR","IT",7
"706","HR","NL",1
"707","HR","SI",1
"708","HR","TH",2
"709","HR","US",1
"710","HT","CH",3
"711","HT","FR",1
"712","HT","US",1
"713","HU","AU",1
"714","HU","CH",11
"715","HU","FR",1
"716","HU","PE",2
"717","HU","TH",2
"718","ID","AE",2
"719","ID","AT",1
"720","ID","AU",2
"721","ID","CH",9
"722","ID","CO",1
"723","ID","DE",2
"724","ID","ES",4
"725","ID","FR",31
"726","ID","GB",4
"727","ID","IT",17
"728","ID","JP",3
"729","ID","KR",2
"730","ID","LU",4
"731","ID","MY",1
"732","ID","NL",7
"733","ID","SG",29
"734","ID","TH",6
"735","ID","TR",5
"736","ID","US",1
"737","IE","AU",1
"738","IE","CH",1
"739","IE","IS",1
"740","IE","TH",4
"741","IL","AR",1
"742","IL","AT",4
"743","IL","CH",17
"744","IL","CO",3
"745","IL","DE",6
"746","IL","FR",24
"747","IL","GB",1
"748","IL","IT",19
"749","IL","JP",2
"750","IL","MX",1
"751","IL","NL",1
"752","IL","TH",3
"753","IM","IT",2
"754","IN","AE",6
"755","IN","AU",1
"756","IN","CH",19
"757","IN","DE",3
"758","IN","ES",1
"759","IN","FR",15
"760","IN","GB",2
"761","IN","HK",1
"762","IN","IT",21
"763","IN","JP",1
"764","IN","KR",1
"765","IN","SG",7
"766","IN","TH",7
"767","IN","US",2
"768","IQ","CH",3
"769","IQ","DE",1
"770","IQ","FR",2
"771","IQ","IT",10
"772","IR","CH",11
"773","IR","FR",3
"774","IR","IT",8
"775","IR","JP",1
"776","IR","TH",1
"777","IS","CH",4
"778","IS","DE",2
"779","IS","DK",3
"780","IS","IT",1
"781","IS","TH",1
"782","IT","AD",1
"783","IT","AE",28
"784","IT","AR",11
"785","IT","AU",16
"786","IT","BO",5
"787","IT","BR",7
"788","IT","CA",10
"789","IT","CH",57
"790","IT","CL",1
"791","IT","CN",39
"792","IT","CO",7
"793","IT","HK",8
"794","IT","ID",17
"795","IT","IN",1
"796","IT","JP",51
"797","IT","KE",1
"798","IT","KR",29
"799","IT","KW",1
"800","IT","LA",2
"801","IT","LB",1
"802","IT","MA",1
"803","IT","MC",4
"804","IT","ML",2
"805","IT","MO",8
"806","IT","MU",3
"807","IT","MX",9
"808","IT","MY",13
"809","IT","PE",2
"810","IT","PG",1
"811","IT","QA",4
"812","IT","RU",20
"813","IT","SD",1
"814","IT","SG",42
"815","IT","SN",3
"816","IT","TD",1
"817","IT","TH",11
"818","IT","TR",19
"819","IT","TW",19
"820","IT","TZ",1
"821","IT","US",61
"822","IT","UZ",6
"823","IT","VE",1
"824","IT","VN",8
"825","IT","ZA",4
"826","IT","ZW",5
"827","JE","FR",3
"828","JM","CH",4
"829","JM","CN",1
"830","JM","FR",1
"831","JM","US",5
"832","JO","CH",16
"833","JO","DE",1
"834","JO","FR",9
"835","JO","GB",2
"836","JO","IT",11
"837","JO","JP",1
"838","JO","NL",1
"839","JO","TH",1
"840","JP","AE",1
"841","JP","AR",1
"842","JP","AT",8
"843","JP","AU",4
"844","JP","BE",8
"845","JP","BO",2
"846","JP","BR",6
"847","JP","CA",4
"848","JP","CH",70
"849","JP","CL",1
"850","JP","CN",30
"851","JP","CO",8
"852","JP","DE",35
"853","JP","DK",3
"854","JP","ES",30
"855","JP","FR",90
"856","JP","GB",28
"857","JP","HK",34
"858","JP","ID",16
"859","JP","IT",133
"860","JP","KR",60
"861","JP","LB",1
"862","JP","LT",2
"863","JP","LU",2
"864","JP","MO",2
"865","JP","MU",1
"866","JP","MX",10
"867","JP","MY",5
"868","JP","MZ",1
"869","JP","NL",15
"870","JP","NO",2
"871","JP","PE",1
"872","JP","PG",5
"873","JP","PH",2
"874","JP","PT",1
"875","JP","SG",48
"876","JP","SI",4
"877","JP","TH",26
"878","JP","TR",2
"879","JP","TW",14
"880","JP","US",33
"881","JP","VN",35
"882","JP","ZA",7
"883","JP","ZM",1
"884","JP","ZW",5
"885","KE","AU",1
"886","KE","CH",1
"887","KE","IT",1
"888","KE","MU",1
"889","KE","TH",1
"890","KE","ZA",2
"891","KG","AT",2
"892","KG","CH",3
"893","KG","FR",1
"894","KG","IT",3
"895","KG","TH",1
"896","KH","CH",2
"897","KH","FR",5
"898","KH","JP",1
"899","KH","SG",2
"900","KH","TH",6
"901","KI","IT",2
"902","KN","CH",2
"903","KN","FR",1
"904","KP","AR",1
"905","KP","CH",2
"906","KP","ES",2
"907","KP","FR",3
"908","KP","IT",13
"909","KP","MY",1
"910","KP","TH",3
"911","KR","AR",3
"912","KR","AT",8
"913","KR","AU",4
"914","KR","BE",13
"915","KR","BN",1
"916","KR","BO",1
"917","KR","BR",5
"918","KR","BZ",2
"919","KR","CA",3
"920","KR","CH",50
"921","KR","CN",2
"922","KR","CO",7
"923","KR","DE",13
"924","KR","ES",44
"925","KR","FR",95
"926","KR","GB",6
"927","KR","GR",1
"928","KR","HK",35
"929","KR","ID",11
"930","KR","IT",151
"931","KR","JP",32
"932","KR","KE",2
"933","KR","LB",1
"934","KR","MO",1
"935","KR","MW",1
"936","KR","MX",2
"937","KR","MY",5
"938","KR","NL",7
"939","KR","SA",3
"940","KR","SE",2
"941","KR","SG",60
"942","KR","SN",2
"943","KR","SR",2
"944","KR","SZ",5
"945","KR","TH",12
"946","KR","TW",5
"947","KR","TZ",1
"948","KR","UG",1
"949","KR","US",8
"950","KR","VN",17
"951","KR","ZA",5
"952","KR","ZW",2
"953","KW","AE",3
"954","KW","BR",2
"955","KW","CA",1
"956","KW","CH",27
"957","KW","CO",6
"958","KW","DE",1
"959","KW","ES",2
"960","KW","FR",31
"961","KW","GB",13
"962","KW","IT",41
"963","KW","JP",2
"964","KW","NL",7
"965","KW","SN",1
"966","KW","TH",5
"967","KW","US",4
"968","KY","CH",4
"969","KY","DE",1
"970","KY","IT",1
"971","KY","US",5
"972","KZ","AT",5
"973","KZ","CH",23
"974","KZ","CO",1
"975","KZ","DE",1
"976","KZ","ES",2
"977","KZ","FR",34
"978","KZ","GB",4
"979","KZ","IT",44
"980","KZ","KR",1
"981","KZ","NL",8
"982","KZ","SG",2
"983","KZ","SM",1
"984","KZ","TH",3
"985","KZ","ZA",2
"986","LA","FR",1
"987","LA","MY",1
"988","LA","SG",3
"989","LA","TH",6
"990","LB","AE",2
"991","LB","AT",2
"992","LB","CA",6
"993","LB","CH",20
"994","LB","CO",4
"995","LB","DE",2
"996","LB","FR",31
"997","LB","GB",9
"998","LB","IT",39
"999","LB","JP",1
"1000","LB","NL",3
"1001","LB","TH",3
"1002","LB","US",7
"1003","LC","CH",3
"1004","LC","US",1
"1005","LI","CH",1
"1006","LI","FR",1
"1007","LI","IT",7
"1008","LK","AE",2
"1009","LK","CH",2
"1010","LK","DE",1
"1011","LK","TH",1
"1012","LR","CH",1
"1013","LT","CA",4
"1014","LT","CH",9
"1015","LT","TH",2
"1016","LU","AU",1
"1017","LU","CH",7
"1018","LU","TH",3
"1019","LV","CH",8
"1020","LV","FR",1
"1021","LV","TH",2
"1022","LY","CH",2
"1023","LY","DE",1
"1024","MA","BE",4
"1025","MA","CH",19
"1026","MA","DE",1
"1027","MA","FR",21
"1028","MA","IT",14
"1029","MA","NL",5
"1030","MA","SN",1
"1031","MC","CH",8
"1032","MC","DE",4
"1033","MC","FR",39
"1034","MC","GB",4
"1035","MC","IT",44
"1036","MC","SG",1
"1037","MD","AT",2
"1038","MD","CH",5
"1039","MD","FR",3
"1040","MD","IT",6
"1041","ME","AT",2
"1042","ME","CH",2
"1043","ME","IT",8
"1044","MF","CH",2
"1045","MF","US",4
"1046","MG","CH",1
"1047","MG","FR",8
"1048","MG","ZA",1
"1049","MK","AT",2
"1050","MK","CH",2
"1051","MK","DE",1
"1052","MK","FR",2
"1053","MK","GR",4
"1054","ML","CH",1
"1055","ML","TH",1
"1056","MM","FR",1
"1057","MM","TH",5
"1058","MN","AU",2
"1059","MN","CH",1
"1060","MN","CN",3
"1061","MN","DE",1
"1062","MN","FR",1
"1063","MN","GB",1
"1064","MN","IT",4
"1065","MN","PH",1
"1066","MN","TH",4
"1067","MO","CH",19
"1068","MO","DE",7
"1069","MO","ES",2
"1070","MO","FR",32
"1071","MO","GB",4
"1072","MO","IN",1
"1073","MO","IT",40
"1074","MO","JP",3
"1075","MO","KR",6
"1076","MO","NL",8
"1077","MO","SG",14
"1078","MO","TH",2
"1079","MO","US",5
"1080","MQ","BR",2
"1081","MQ","SN",1
"1082","MR","FR",2
"1083","MT","CH",3
"1084","MT","TH",1
"1085","MU","AT",2
"1086","MU","CH",8
"1087","MU","FR",5
"1088","MU","IT",2
"1089","MU","MY",1
"1090","MU","SG",3
"1091","MU","ZA",2
"1092","MU","ZW",3
"1093","MV","CH",3
"1094","MV","FR",1
"1095","MV","IT",3
"1096","MV","TH",1
"1097","MX","AR",4
"1098","MX","AT",4
"1099","MX","AU",2
"1100","MX","BO",2
"1101","MX","BR",6
"1102","MX","CH",19
"1103","MX","CN",7
"1104","MX","CO",2
"1105","MX","DE",2
"1106","MX","ES",11
"1107","MX","FR",25
"1108","MX","GB",8
"1109","MX","GY",2
"1110","MX","HK",2
"1111","MX","ID",7
"1112","MX","IT",76
"1113","MX","MC",1
"1114","MX","MY",1
"1115","MX","NL",3
"1116","MX","PA",1
"1117","MX","PY",1
"1118","MX","SG",11
"1119","MX","TH",4
"1120","MX","US",31
"1121","MX","VN",1
"1122","MX","ZA",13
"1123","MX","ZW",1
"1124","MY","AE",1
"1125","MY","AT",1
"1126","MY","BJ",3
"1127","MY","BR",1
"1128","MY","CH",59
"1129","MY","CN",1
"1130","MY","CO",2
"1131","MY","DE",6
"1132","MY","ES",1
"1133","MY","FR",42
"1134","MY","GB",1
"1135","MY","GY",1
"1136","MY","HK",16
"1137","MY","IT",47
"1138","MY","JP",4
"1139","MY","KR",6
"1140","MY","NL",9
"1141","MY","NZ",1
"1142","MY","PL",1
"1143","MY","PT",1
"1144","MY","SG",63
"1145","MY","SV",1
"1146","MY","TG",2
"1147","MY","TH",5
"1148","MY","TR",1
"1149","MY","TW",14
"1150","MY","TZ",1
"1151","MY","US",16
"1152","MY","VN",1
"1153","MY","ZA",1
"1154","MZ","AT",1
"1155","MZ","IT",1
"1156","MZ","JP",1
"1157","NC","AU",2
"1158","NC","CH",3
"1159","NC","ES",1
"1160","NC","SG",2
"1161","NE","CH",1
"1162","NE","FR",5
"1163","NE","NG",1
"1164","NG","CH",13
"1165","NG","DE",5
"1166","NG","FR",10
"1167","NG","IT",24
"1168","NG","TH",2
"1169","NG","ZA",6
"1170","NI","CH",1
"1171","NI","US",1
"1172","NL","AU",1
"1173","NL","BR",1
"1174","NL","CA",1
"1175","NL","CH",18
"1176","NL","CN",2
"1177","NL","CO",1
"1178","NL","FR",7
"1179","NL","HK",3
"1180","NL","ID",2
"1181","NL","IS",1
"1182","NL","JP",4
"1183","NL","KR",4
"1184","NL","LB",2
"1185","NL","MO",2
"1186","NL","SG",3
"1187","NL","TH",4
"1188","NL","TN",2
"1189","NL","TR",2
"1190","NL","TW",4
"1191","NL","US",3
"1192","NL","ZA",5
"1193","NO","AT",4
"1194","NO","AU",2
"1195","NO","CA",5
"1196","NO","CH",16
"1197","NO","DE",7
"1198","NO","DK",17
"1199","NO","ES",3
"1200","NO","FR",24
"1201","NO","GB",1
"1202","NO","HK",1
"1203","NO","IT",24
"1204","NO","JP",1
"1205","NO","MX",7
"1206","NO","NL",2
"1207","NO","PE",1
"1208","NO","SG",2
"1209","NO","SI",3
"1210","NO","TH",3
"1211","NO","TR",3
"1212","NO","US",5
"1213","NO","ZA",4
"1214","NP","AU",1
"1215","NP","CH",2
"1216","NP","DE",3
"1217","NP","TH",2
"1218","NZ","AT",2
"1219","NZ","AU",14
"1220","NZ","CH",21
"1221","NZ","CN",1
"1222","NZ","DE",2
"1223","NZ","FR",15
"1224","NZ","GB",7
"1225","NZ","HK",2
"1226","NZ","IT",3
"1227","NZ","JP",1
"1228","NZ","SG",22
"1229","NZ","TH",4
"1230","NZ","US",2
"1231","NZ","ZA",1
"1232","OM","AT",1
"1233","OM","CH",11
"1234","OM","DE",1
"1235","OM","FR",6
"1236","OM","GB",6
"1237","OM","IN",1
"1238","OM","IT",5
"1239","OM","JP",1
"1240","OM","TH",3
"1241","PA","AU",2
"1242","PA","BR",2
