"","target","source","flow"
"322","CN","KR",11
"323","CN","LU",3
"324","CN","MT",2
"325","CN","MY",1
"326","CN","NL",10
"327","CN","PT",1
"328","CN","RO",1
"329","CN","SG",43
"330","CN","SM",1
"331","CN","TH",21
"332","CN","US",16
"333","CN","VN",15
"334","CN","ZA",4
"335","CN","ZW",2
"336","CO","AT",4
"337","CO","CH",4
"338","CO","DE",2
"339","CO","ES",8
"340","CO","FR",3
"341","CO","IT",7
"342","CO","MX",4
"343","CO","TH",1
"344","CO","US",2
"345","CR","CH",5
"346","CR","US",1
"347","CU","CH",2
"348","CW","US",2
"349","CY","BR",1
"350","CY","CH",8
"351","CY","HK",1
"352","CY","TH",1
"353","CZ","CH",12
"354","CZ","TH",3
"355","DE","AE",4
"356","DE","AR",5
"357","DE","AU",2
"358","DE","BO",1
"359","DE","CA",11
"360","DE","CH",30
"361","DE","CN",10
"362","DE","CO",3
"363","DE","EG",1
"364","DE","HK",10
"365","DE","ID",1
"366","DE","IN",1
"367","DE","JP",4
"368","DE","KR",5
"369","DE","MC",1
"370","DE","MO",1
"371","DE","MU",1
"372","DE","MX",2
"373","DE","MZ",1
"374","DE","NO",1
"375","DE","PE",2
"376","DE","PH",3
"377","DE","QA",2
"378","DE","RU",1
"379","DE","SD",1
"380","DE","SG",20
"381","DE","TH",8
"382","DE","TR",3
"383","DE","TW",1
"384","DE","UA",5
"385","DE","US",20
"386","DE","VE",1
"387","DE","VN",2
"388","DE","ZA",4
"389","DE","ZW",3
"390","DK","CA",1
"391","DK","CH",15
"392","DK","CN",1
"393","DK","FR",1
"394","DK","HK",1
"395","DK","JP",2
"396","DK","NO",3
"397","DK","SN",8
"398","DK","TH",4
"399","DK","US",1
"400","DK","ZA",3
"401","DK","ZW",1
"402","DM","CH",1
"403","DM","FR",2
"404","DO","BR",1
"405","DO","CH",3
"406","DO","ES",1
"407","DO","FR",5
"408","DO","IT",6
"409","DO","US",3
"410","DZ","CH",1
"411","DZ","DE",1
"412","DZ","FR",11
"413","EC","AT",3
"414","EC","CH",1
"415","EC","ES",3
"416","EC","FR",1
"417","EC","IT",1
"418","EC","US",1
"419","EE","AR",1
"420","EE","BR",2
"421","EE","CH",3
"422","EE","ID",1
"423","EE","TH",2
"424","EG","AE",2
"425","EG","CH",7
"426","EG","DE",2
"427","EG","ES",1
"428","EG","FR",6
"429","EG","IT",8
"430","EG","JP",1
"431","EG","NL",4
"432","EG","TH",1
"433","ES","AD",1
"434","ES","AE",8
"435","ES","AR",4
"436","ES","BO",2
"437","ES","CH",22
"438","ES","CN",3
"439","ES","CO",5
"440","ES","HK",6
"441","ES","ID",6
"442","ES","JP",4
"443","ES","KR",6
"444","ES","MO",1
"445","ES","MX",11
"446","ES","MY",1
"447","ES","NI",1
"448","ES","PE",1
"449","ES","PT",2
"450","ES","SG",17
"451","ES","SN",2
"452","ES","TH",12
"453","ES","TR",2
"454","ES","TW",2
"455","ES","US",1
"456","ES","VE",2
"457","ES","VN",2
"458","ES","ZA",2
"459","ES","ZW",1
"460","ET","CH",2
"461","FI","CA",7
"462","FI","CH",6
"463","FI","CN",1
"464","FI","SG",1
"465","FI","TH",2
"466","FJ","CH",1
"467","FJ","DE",1
"468","FJ","SG",1
"469","FR","AE",28
"470","FR","AR",1
"471","FR","AU",9
"472","FR","AW",1
"473","FR","BB",4
"474","FR","BO",1
"475","FR","BR",4
"476","FR","CA",16
"477","FR","CH",90
"478","FR","CL",5
"479","FR","CN",25
"480","FR","CO",5
"481","FR","DO",1
"482","FR","HK",40
"483","FR","ID",2
"484","FR","IL",2
"485","FR","JP",34
"486","FR","KR",11
"487","FR","KW",1
"488","FR","KZ",7
"489","FR","MA",7
"490","FR","MC",5
"491","FR","MG",17
"492","FR","ML",1
"493","FR","MO",5
"494","FR","MU",7
"495","FR","MX",14
"496","FR","MY",4
"497","FR","NO",6
"498","FR","PE",2
"499","FR","PG",2
"500","FR","PH",2
"501","FR","QA",16
"502","FR","RU",16
"503","FR","SG",36
"504","FR","SN",2
"505","FR","TD",1
"506","FR","TH",13
"507","FR","TN",6
"508","FR","TR",27
"509","FR","TW",12
"510","FR","UA",8
"511","FR","US",32
"512","FR","VN",5
"513","FR","ZA",10
"514","FR","ZW",2
"515","GA","FR",1
"516","GA","IT",1
"517","GB","AE",1
"518","GB","AU",4
"519","GB","BR",2
"520","GB","CA",5
"521","GB","CH",22
"522","GB","CN",3
"523","GB","CO",4
"524","GB","DE",1
"525","GB","HK",25
"526","GB","ID",5
"527","GB","JP",7
"528","GB","LB",2
"529","GB","MU",1
"530","GB","PA",1
"531","GB","PG",1
"532","GB","QA",2
"533","GB","RS",1
"534","GB","SG",16
"535","GB","TH",8
"536","GB","TR",2
"537","GB","US",9
"538","GB","VN",1
"539","GB","ZA",2
"540","GD","CH",1
"541","GE","AT",4
"542","GE","CH",5
"543","GE","FR",3
"544","GE","IT",2
"545","GF","CH",1
"546","GH","IT",4
"547","GI","AT",1
"548","GI","CH",3
"549","GI","ES",5
"550","GL","DE",1
"551","GN","FR",1
"552","GP","CH",2
"553","GP","DE",2
"554","GP","LU",3
"555","GP","US",1
"556","GQ","ES",1
"557","GR","BR",1
"558","GR","CA",4
"559","GR","CH",10
"560","GR","JP",1
"561","GR","TH",1
"562","GR","US",1
"563","GT","CH",3
"564","GT","MX",8
"565","GT","US",1
"566","GU","CH",8
"567","GU","ES",1
"568","GU","HK",1
"569","GU","SG",7
"570","GY","MX",1
"571","HK","AE",2
"572","HK","AR",1
"573","HK","AT",9
"574","HK","AU",8
"575","HK","BE",14
"576","HK","BO",1
"577","HK","BR",4
"578","HK","CA",6
"579","HK","CH",49
"580","HK","CL",7
"581","HK","CO",4
"582","HK","DE",17
"583","HK","DK",2
"584","HK","ES",33
"585","HK","FR",100
"586","HK","GB",34
"587","HK","ID",10
"588","HK","IT",92
"589","HK","JP",26
"590","HK","KR",25
"591","HK","LT",2
"592","HK","LU",5
"593","HK","MC",2
"594","HK","MN",2
"595","HK","MT",1
"596","HK","MX",1
"597","HK","MY",17
"598","HK","NL",9
"599","HK","NZ",1
"600","HK","PG",1
"601","HK","PT",5
"602","HK","RO",1
"603","HK","SG",62
"604","HK","SM",1
"605","HK","SV",1
"606","HK","TH",19
"607","HK","TR",7
"608","HK","US",29
"609","HK","VN",6
"610","HK","ZA",3
"611","HM","US",1
"612","HN","CH",2
"613","HR","CH",6
"614","HR","TH",1
"615","HT","CH",2
"616","HT","FR",1
"617","HT","US",1
"618","HU","CH",3
"619","HU","PE",1
"620","HU","TH",1
"621","HU","ZW",1
"622","ID","AT",2
"623","ID","CH",12
"624","ID","ES",10
"625","ID","FR",27
"626","ID","HK",9
"627","ID","IT",11
"628","ID","JP",2
"629","ID","MX",6
"630","ID","NL",2
"631","ID","SG",21
"632","ID","TH",3
"633","ID","TR",1
"634","IE","CH",2
"635","IE","CN",1
"636","IE","HK",1
"637","IE","TH",3
"638","IE","US",1
"639","IL","AT",4
"640","IL","BR",2
"641","IL","CH",16
"642","IL","DE",5
"643","IL","ES",2
"644","IL","FR",8
"645","IL","GB",1
"646","IL","HK",2
"647","IL","IT",12
"648","IL","JP",2
"649","IL","NL",1
"650","IL","TH",3
"651","IL","US",1
"652","IN","AE",7
"653","IN","BR",1
"654","IN","CH",17
"655","IN","DE",1
"656","IN","ES",2
"657","IN","FR",10
"658","IN","GB",2
"659","IN","HK",4
"660","IN","IT",11
"661","IN","JP",1
"662","IN","SG",8
"663","IN","TH",8
"664","IQ","CH",6
"665","IQ","DE",1
"666","IQ","FR",3
"667","IQ","GB",1
"668","IQ","IT",17
"669","IQ","TH",1
"670","IR","AT",1
"671","IR","BE",1
"672","IR","CH",8
"673","IR","DE",2
"674","IR","FR",2
"675","IR","IT",10
"676","IR","JP",1
"677","IR","TH",2
"678","IS","AT",1
"679","IS","CA",1
"680","IS","CH",2
"681","IS","DE",1
"682","IS","DK",3
"683","IS","FR",1
"684","IT","AE",25
"685","IT","AR",7
"686","IT","AU",1
"687","IT","BR",11
"688","IT","CA",13
"689","IT","CH",47
"690","IT","CL",1
"691","IT","CN",29
"692","IT","CO",2
"693","IT","ET",1
"694","IT","HK",27
"695","IT","ID",11
"696","IT","JP",45
"697","IT","KE",1
"698","IT","KR",13
"699","IT","KW",20
"700","IT","MC",3
"701","IT","MU",2
"702","IT","MW",1
"703","IT","MX",29
"704","IT","MY",3
"705","IT","MZ",1
"706","IT","NO",1
"707","IT","PE",2
"708","IT","PT",1
"709","IT","QA",22
"710","IT","SG",27
"711","IT","TH",19
"712","IT","TR",14
"713","IT","TW",13
"714","IT","US",58
"715","IT","VE",4
"716","IT","VN",8
"717","IT","ZA",3
"718","IT","ZM",1
"719","IT","ZW",4
"720","JE","DE",1
"721","JE","GB",1
"722","JM","CH",4
"723","JM","US",2
"724","JO","CH",8
"725","JO","DE",1
"726","JO","FR",2
"727","JO","IT",10
"728","JO","JP",1
"729","JO","NL",3
"730","JO","TH",2
"731","JP","AT",16
"732","JP","AU",3
"733","JP","BE",13
"734","JP","BR",9
"735","JP","CA",1
"736","JP","CH",56
"737","JP","CN",17
"738","JP","CO",10
"739","JP","DE",21
"740","JP","DK",1
"741","JP","ES",31
"742","JP","FI",2
"743","JP","FR",65
"744","JP","GB",23
"745","JP","HK",32
"746","JP","ID",15
"747","JP","IT",95
"748","JP","KH",1
"749","JP","KR",25
"750","JP","LU",1
"751","JP","MX",1
"752","JP","MY",6
"753","JP","MZ",1
"754","JP","NL",15
"755","JP","PA",1
"756","JP","PE",1
"757","JP","PG",3
"758","JP","PH",1
"759","JP","PT",3
"760","JP","RO",1
"761","JP","SG",58
"762","JP","TH",21
"763","JP","TR",2
"764","JP","TW",4
"765","JP","US",23
"766","JP","VN",39
"767","JP","ZA",13
"768","JP","ZM",1
"769","JP","ZW",3
"770","KE","CH",1
"771","KE","IT",1
"772","KE","SG",1
"773","KG","CH",1
"774","KG","FR",2
"775","KG","IT",2
"776","KH","CH",2
"777","KH","ES",1
"778","KH","FR",9
"779","KH","GB",1
"780","KH","HK",2
"781","KH","IT",9
"782","KH","SG",5
"783","KH","TH",7
"784","KN","CH",1
"785","KN","HK",2
"786","KN","US",2
"787","KP","CH",1
"788","KP","CO",2
"789","KP","FR",2
"790","KP","IT",1
"791","KR","AT",5
"792","KR","BE",9
"793","KR","BR",2
"794","KR","CH",29
"795","KR","CN",1
"796","KR","CO",6
"797","KR","DE",10
"798","KR","ES",42
"799","KR","FI",1
"800","KR","FR",58
"801","KR","GB",11
"802","KR","GR",1
"803","KR","HK",19
"804","KR","ID",4
"805","KR","IT",66
"806","KR","JP",19
"807","KR","KE",1
"808","KR","MX",1
"809","KR","MY",3
"810","KR","NL",8
"811","KR","RO",2
"812","KR","SG",42
"813","KR","TH",14
"814","KR","US",3
"815","KR","VN",21
"816","KR","ZA",4
"817","KW","AE",12
"818","KW","BR",1
"819","KW","CH",30
"820","KW","CO",2
"821","KW","DE",2
"822","KW","ES",12
"823","KW","FR",22
"824","KW","GB",12
"825","KW","IT",31
"826","KW","LU",1
"827","KW","NL",6
"828","KW","QA",1
"829","KW","TH",9
"830","KW","US",2
"831","KY","CH",4
"832","KY","FR",1
"833","KY","GB",1
"834","KY","US",3
"835","KY","ZA",2
"836","KZ","AT",3
"837","KZ","CH",14
"838","KZ","CO",1
"839","KZ","DE",3
"840","KZ","FR",14
"841","KZ","IT",23
"842","KZ","NL",2
"843","KZ","TH",3
"844","KZ","ZA",1
"845","LA","CH",1
"846","LA","FR",4
"847","LA","TH",6
"848","LB","AE",2
"849","LB","AT",4
"850","LB","CH",17
"851","LB","CL",1
"852","LB","CO",5
"853","LB","DE",4
"854","LB","ES",3
"855","LB","FR",23
"856","LB","ID",3
"857","LB","IT",26
"858","LB","JP",1
"859","LB","NL",4
"860","LB","TH",2
"861","LC","CH",2
"862","LC","US",1
"863","LI","CH",1
"864","LI","DE",2
"865","LI","GB",1
"866","LI","IT",2
"867","LK","AE",1
"868","LK","AT",1
"869","LK","CH",1
"870","LK","SG",1
"871","LK","TH",2
"872","LK","US",1
"873","LT","CA",2
"874","LT","CH",4
"875","LT","JP",2
"876","LT","TH",3
"877","LU","CA",1
"878","LU","CH",4
"879","LU","TH",2
"880","LU","ZA",1
"881","LV","CH",9
"882","LV","HK",2
"883","LV","TH",3
"884","LY","CH",3
"885","MA","AT",1
"886","MA","BE",1
"887","MA","CH",7
"888","MA","DE",3
"889","MA","ES",2
"890","MA","FR",13
"891","MA","ID",1
"892","MA","IT",13
"893","MA","NL",6
"894","MA","TH",2
"895","MA","TR",2
"896","MC","BE",2
"897","MC","CH",6
"898","MC","DE",9
"899","MC","FR",34
"900","MC","IT",31
"901","MD","AT",2
"902","MD","CH",1
"903","MD","DE",1
"904","MD","FR",1
"905","MD","ID",1
"906","MD","IT",1
"907","ME","AT",1
"908","ME","CH",5
"909","ME","IT",8
"910","MF","CH",2
"911","MF","US",1
"912","MG","BE",1
"913","MG","CH",1
"914","MG","FR",14
"915","MG","ID",1
"916","MG","ZA",1
"917","MK","AT",1
"918","MK","CH",1
"919","MK","DE",1
"920","MM","CH",1
"921","MM","FR",2
"922","MM","HK",3
"923","MM","JP",1
"924","MM","SG",2
"925","MM","TH",5
"926","MN","AT",1
"927","MN","CH",3
"928","MN","DE",1
"929","MN","HK",2
"930","MN","IT",6
"931","MN","TH",1
"932","MO","BE",4
"933","MO","CH",14
"934","MO","DE",1
"935","MO","ES",1
"936","MO","FR",27
"937","MO","GB",10
"938","MO","ID",1
"939","MO","IT",10
"940","MO","JP",2
"941","MO","MY",1
"942","MO","NL",8
"943","MO","NZ",2
"944","MO","SG",11
"945","MO","TH",2
"946","MO","US",2
"947","MO","VN",1
"948","MP","FR",1
"949","MP","SG",6
"950","MR","FR",1
"951","MT","CH",6
"952","MT","TH",3
"953","MU","AT",1
"954","MU","CH",6
"955","MU","FR",3
"956","MU","IT",4
"957","MU","SG",1
"958","MU","TH",2
"959","MU","US",2
"960","MU","ZA",2
"961","MV","CH",2
"962","MV","DE",1
"963","MX","AR",4
"964","MX","AT",4
"965","MX","BO",7
"966","MX","BR",6
"967","MX","CA",2
"968","MX","CH",25
"969","MX","CO",4
"970","MX","CR",6
"971","MX","DE",3
"972","MX","ES",18
"973","MX","FR",20
"974","MX","GB",1
"975","MX","GY",1
"976","MX","HK",2
"977","MX","ID",5
"978","MX","IT",46
"979","MX","KR",1
"980","MX","MU",1
"981","MX","MY",1
"982","MX","MZ",1
"983","MX","NI",2
"984","MX","NL",4
"985","MX","PT",1
"986","MX","SG",5
"987","MX","TH",2
"988","MX","US",23
"989","MX","VN",1
"990","MX","ZA",3
"991","MX","ZW",2
"992","MY","AR",1
"993","MY","AT",2
"994","MY","AU",1
"995","MY","CA",2
"996","MY","CH",32
"997","MY","CN",2
"998","MY","DE",2
"999","MY","ES",4
"1000","MY","FI",1
"1001","MY","FR",33
"1002","MY","GB",2
"1003","MY","GH",1
"1004","MY","HK",18
"1005","MY","ID",2
"1006","MY","IT",28
"1007","MY","JP",2
"1008","MY","KR",2
"1009","MY","MX",4
"1010","MY","NL",4
"1011","MY","NZ",3
"1012","MY","PT",1
"1013","MY","SG",59
"1014","MY","TH",6
"1015","MY","TR",2
"1016","MY","US",2
"1017","MY","VN",4
"1018","MY","ZA",2
"1019","MZ","AT",1
"1020","MZ","FR",1
"1021","MZ","JP",1
"1022","NC","CH",1
"1023","NC","SG",2
"1024","NE","CH",1
"1025","NG","BE",2
"1026","NG","CH",8
"1027","NG","DE",1
"1028","NG","FR",4
"1029","NG","IT",10
"1030","NG","TH",3
"1031","NG","ZA",1
"1032","NI","IT",2
"1033","NI","US",1
"1034","NL","AE",1
"1035","NL","CH",15
"1036","NL","CN",4
"1037","NL","HK",4
"1038","NL","ID",1
"1039","NL","JP",4
"1040","NL","MY",1
"1041","NL","NO",1
"1042","NL","SG",1
"1043","NL","TH",6
"1044","NL","TR",5
"1045","NL","US",10
"1046","NL","VN",6
"1047","NL","ZA",1
"1048","NO","AT",8
"1049","NO","BE",1
"1050","NO","CA",2
"1051","NO","CH",20
"1052","NO","CN",1
"1053","NO","CZ",1
"1054","NO","DE",5
"1055","NO","DK",13
"1056","NO","ES",4
"1057","NO","FR",12
"1058","NO","HK",1
"1059","NO","IT",19
"1060","NO","JP",1
"1061","NO","LT",2
"1062","NO","NL",2
"1063","NO","PE",1
"1064","NO","RO",1
"1065","NO","SE",1
"1066","NO","SG",1
"1067","NO","SI",2
"1068","NO","TH",4
"1069","NO","TR",1
"1070","NO","US",3
"1071","NO","ZA",1
"1072","NP","CH",1
"1073","NP","FR",1
"1074","NP","TH",4
"1075","NZ","AU",3
"1076","NZ","CH",11
"1077","NZ","CN",2
"1078","NZ","FR",4
"1079","NZ","HK",3
"1080","NZ","ID",1
"1081","NZ","IT",6
"1082","NZ","JP",2
"1083","NZ","SG",14
"1084","NZ","TH",3
"1085","OM","CH",15
"1086","OM","DE",1
"1087","OM","FR",4
"1088","OM","GB",4
"1089","OM","IT",4
"1090","OM","JP",1
"1091","OM","SG",2
"1092","OM","TH",2
"1093","OM","US",1
"1094","PA","CH",10
"1095","PA","CL",2
"1096","PA","ES",2
"1097","PA","FR",10
"1098","PA","IT",9
"1099","PA","JP",2
"1100","PA","US",2
"1101","PE","AT",1
"1102","PE","CH",4
"1103","PE","ES",1
"1104","PE","FR",1
"1105","PE","IT",1
"1106","PE","US",2
"1107","PE","ZA",1
"1108","PG","JP",3
"1109","PG","TH",5
"1110","PH","AT",2
"1111","PH","BE",1
"1112","PH","CH",8
"1113","PH","CN",1
"1114","PH","DE",1
"1115","PH","ES",2
"1116","PH","FR",9
"1117","PH","HK",6
"1118","PH","ID",1
"1119","PH","IT",9
"1120","PH","JP",2
"1121","PH","KR",2
"1122","PH","NO",1
"1123","PH","RO",1
"1124","PH","SG",25
"1125","PH","TH",5
"1126","PK","CH",12
"1127","PK","DE",1
"1128","PK","ES",1
"1129","PK","FR",4
"1130","PK","HK",1
"1131","PK","IT",3
"1132","PK","SG",3
"1133","PK","TH",2
"1134","PL","CH",10
"1135","PL","CN",1
"1136","PL","HK",1
"1137","PL","PE",1
"1138","PL","SG",1
"1139","PL","TH",2
"1140","PR","CH",3
"1141","PR","HK",2
"1142","PR","NL",2
"1143","PR","SG",1
"1144","PT","BR",5
"1145","PT","CH",19
"1146","PT","CN",1
"1147","PT","MX",1
"1148","PT","PE",2
"1149","PT","SG",1
"1150","PT","SN",6
"1151","PT","TH",3
"1152","PY","CH",3
"1153","PY","IT",2
"1154","PY","MX",1
"1155","PY","US",1
"1156","QA","AE",2
"1157","QA","BR",3
"1158","QA","CH",31
"1159","QA","CO",6
"1160","QA","DE",9
"1161","QA","ES",5
"1162","QA","FR",36
"1163","QA","GB",20
"1164","QA","HK",2
"1165","QA","IT",35
"1166","QA","KW",1
"1167","QA","NL",8
"1168","QA","SG",18
"1169","QA","TH",10
"1170","QA","TR",1
"1171","QA","ZA",1
"1172","RE","AT",2
"1173","RE","CH",2
"1174","RO","CH",10
"1175","RO","CN",1
"1176","RO","MU",1
"1177","RO","NO",1
"1178","RO","PE",2
"1179","RO","TH",1
"1180","RS","AT",2
"1181","RS","CH",5
"1182","RS","DE",2
"1183","RS","FR",2
"1184","RS","IT",1
"1185","RS","NL",1
"1186","RS","SI",2
"1187","RS","TH",1
"1188","RU","AT",9
"1189","RU","BR",1
"1190","RU","CH",41
"1191","RU","CN",1
"1192","RU","CO",1
"1193","RU","CZ",5
"1194","RU","DE",20
"1195","RU","EE",5
"1196","RU","ES",6
"1197","RU","FR",35
"1198","RU","GB",3
"1199","RU","HK",1
"1200","RU","ID",1
"1201","RU","IT",79
"1202","RU","JP",2
"1203","RU","LU",1
"1204","RU","MY",1
"1205","RU","NL",5
"1206","RU","SG",6
"1207","RU","SM",2
"1208","RU","TH",7
"1209","RU","TR",4
"1210","RU","US",2
"1211","RU","VN",1
"1212","RU","ZA",1
"1213","SA","AE",2
"1214","SA","CH",33
"1215","SA","DE",4
"1216","SA","ES",4
"1217","SA","FR",21
"1218","SA","GB",9
"1219","SA","HK",2
"1220","SA","ID",2
"1221","SA","IT",41
"1222","SA","JP",2
"1223","SA","KW",1
"1224","SA","NL",5
"1225","SA","SG",3
"1226","SA","TH",3
"1227","SA","TR",1
"1228","SA","US",3
"1229","SC","CH",6
"1230","SD","CH",1
"1231","SE","CA",1
"1232","SE","CH",7
"1233","SE","CN",1
"1234","SE","HK",1
"1235","SE","NO",3
"1236","SE","TH",3
"1237","SE","US",1
"1238","SG","AE",1
"1239","SG","AT",4
"1240","SG","AU",1
"1241","SG","BE",6
"1242","SG","CH",43
"1243","SG","CL",1
"1244","SG","CN",14
