"","target","source","flow"
"213","BT","TH",1
"214","BW","AU",1
"215","BW","ZA",2
"216","BY","AT",2
"217","BY","CH",7
"218","BY","DE",2
"219","BY","FR",1
"220","BY","GB",3
"221","BY","IT",17
"222","BZ","CH",2
"223","BZ","US",1
"224","CA","AT",3
"225","CA","AU",2
"226","CA","BR",1
"227","CA","CH",35
"228","CA","CN",1
"229","CA","CO",4
"230","CA","DE",5
"231","CA","DK",1
"232","CA","ES",10
"233","CA","FI",6
"234","CA","FR",35
"235","CA","GB",8
"236","CA","IS",1
"237","CA","IT",47
"238","CA","JP",4
"239","CA","KR",4
"240","CA","LB",1
"241","CA","MX",9
"242","CA","MY",1
"243","CA","NI",1
"244","CA","NL",3
"245","CA","PH",1
"246","CA","PT",2
"247","CA","RO",1
"248","CA","RU",1
"249","CA","SE",1
"250","CA","TH",7
"251","CA","TR",1
"252","CA","US",66
"253","CA","VN",1
"254","CA","ZA",8
"255","CC","US",5
"256","CD","CH",1
"257","CD","IT",2
"258","CD","ZA",1
"259","CG","CH",1
"260","CG","FR",10
"261","CH","AE",9
"262","CH","AT",14
"263","CH","AU",11
"264","CH","BE",5
"265","CH","BH",2
"266","CH","BO",1
"267","CH","BR",2
"268","CH","CA",7
"269","CH","CN",9
"270","CH","DE",42
"271","CH","EE",1
"272","CH","ES",17
"273","CH","FI",1
"274","CH","FR",86
"275","CH","GB",26
"276","CH","GE",1
"277","CH","GR",2
"278","CH","HK",21
"279","CH","HU",1
"280","CH","ID",2
"281","CH","IL",2
"282","CH","IN",1
"283","CH","IS",1
"284","CH","IT",143
"285","CH","JP",23
"286","CH","KR",16
"287","CH","KW",7
"288","CH","LA",1
"289","CH","LB",2
"290","CH","MA",1
"291","CH","MG",2
"292","CH","MO",3
"293","CH","MT",1
"294","CH","MU",6
"295","CH","MX",13
"296","CH","MY",10
"297","CH","NL",20
"298","CH","NZ",1
"299","CH","OM",1
"300","CH","PE",1
"301","CH","PT",17
"302","CH","QA",3
"303","CH","RO",1
"304","CH","RS",1
"305","CH","RU",1
"306","CH","SG",18
"307","CH","SI",3
"308","CH","SN",1
"309","CH","TH",20
"310","CH","TR",1
"311","CH","TW",12
"312","CH","US",35
"313","CH","VN",1
"314","CH","ZA",4
"315","CH","ZW",1
"316","CI","CH",4
"317","CI","FR",7
"318","CI","SN",1
"319","CL","AU",1
"320","CL","CH",5
"321","CL","DE",1
"322","CL","ES",1
"323","CL","FR",11
"324","CL","IT",5
"325","CL","PE",1
"326","CL","TH",1
"327","CL","US",2
"328","CM","FR",7
"329","CN","AE",1
"330","CN","AR",1
"331","CN","AT",4
"332","CN","AU",6
"333","CN","BE",8
"334","CN","BO",2
"335","CN","BR",7
"336","CN","CA",16
"337","CN","CH",54
"338","CN","CO",5
"339","CN","DE",21
"340","CN","DK",5
"341","CN","ES",23
"342","CN","FR",122
"343","CN","GB",47
"344","CN","ID",6
"345","CN","IT",147
"346","CN","JP",18
"347","CN","KR",22
"348","CN","LB",2
"349","CN","LU",5
"350","CN","MU",2
"351","CN","MX",5
"352","CN","MY",5
"353","CN","NL",14
"354","CN","PE",1
"355","CN","PG",3
"356","CN","PT",1
"357","CN","SE",1
"358","CN","SG",25
"359","CN","SM",1
"360","CN","SN",1
"361","CN","TH",23
"362","CN","TR",10
"363","CN","US",12
"364","CN","VN",10
"365","CN","ZA",10
"366","CN","ZW",1
"367","CO","AE",1
"368","CO","AT",3
"369","CO","CH",6
"370","CO","CN",1
"371","CO","DE",1
"372","CO","ES",3
"373","CO","FR",7
"374","CO","GB",2
"375","CO","IT",7
"376","CO","KR",1
"377","CO","MX",4
"378","CO","MY",1
"379","CO","NL",3
"380","CO","SG",2
"381","CO","TH",1
"382","CO","TR",1
"383","CO","US",4
"384","CR","CH",3
"385","CR","CO",1
"386","CR","DE",1
"387","CR","FR",3
"388","CR","GB",1
"389","CR","IT",1
"390","CR","MX",12
"391","CR","US",2
"392","CU","CH",2
"393","CV","MY",1
"394","CW","NL",2
"395","CW","US",2
"396","CY","BH",2
"397","CY","BR",2
"398","CY","CH",13
"399","CY","LB",2
"400","CZ","CA",1
"401","CZ","CH",14
"402","CZ","TH",2
"403","CZ","TR",1
"404","CZ","US",3
"405","CZ","ZA",2
"406","DE","AE",3
"407","DE","AR",3
"408","DE","AU",7
"409","DE","BR",5
"410","DE","CA",10
"411","DE","CH",40
"412","DE","CM",1
"413","DE","CN",21
"414","DE","CO",3
"415","DE","HK",2
"416","DE","ID",4
"417","DE","IL",1
"418","DE","IN",2
"419","DE","IS",3
"420","DE","JP",9
"421","DE","KR",7
"422","DE","ML",1
"423","DE","MU",2
"424","DE","MX",10
"425","DE","MY",2
"426","DE","PE",2
"427","DE","PH",7
"428","DE","QA",2
"429","DE","RU",2
"430","DE","SG",16
"431","DE","SN",2
"432","DE","TD",1
"433","DE","TH",15
"434","DE","TR",5
"435","DE","US",21
"436","DE","VE",1
"437","DE","VN",3
"438","DE","ZA",11
"439","DE","ZM",1
"440","DE","ZW",2
"441","DJ","FR",1
"442","DK","AU",3
"443","DK","CA",1
"444","DK","CH",21
"445","DK","ID",2
"446","DK","JP",1
"447","DK","MX",12
"448","DK","NO",1
"449","DK","SG",1
"450","DK","SN",11
"451","DK","TH",7
"452","DK","US",2
"453","DK","ZA",4
"454","DM","CH",1
"455","DM","US",1
"456","DM","ZA",1
"457","DO","BR",3
"458","DO","CH",6
"459","DO","FR",11
"460","DO","IT",10
"461","DO","NL",2
"462","DO","US",3
"463","DZ","CH",1
"464","DZ","FR",12
"465","DZ","IT",2
"466","DZ","SN",2
"467","DZ","TH",1
"468","EC","CH",2
"469","EC","CO",3
"470","EC","DE",1
"471","EC","FR",2
"472","EC","MX",1
"473","EC","NL",4
"474","EC","US",3
"475","EE","AU",1
"476","EE","CA",2
"477","EE","CH",2
"478","EE","CO",1
"479","EE","SG",1
"480","EE","SM",1
"481","EE","TH",1
"482","EG","AE",1
"483","EG","AT",4
"484","EG","CH",17
"485","EG","DE",1
"486","EG","FR",13
"487","EG","IT",8
"488","EG","JP",1
"489","EG","NL",4
"490","EG","TH",3
"491","ES","AE",7
"492","ES","AR",6
"493","ES","AU",4
"494","ES","BO",1
"495","ES","BR",3
"496","ES","CA",3
"497","ES","CH",22
"498","ES","CN",9
"499","ES","CO",3
"500","ES","HK",17
"501","ES","ID",8
"502","ES","JP",11
"503","ES","KR",9
"504","ES","MX",8
"505","ES","MY",2
"506","ES","MZ",1
"507","ES","NI",2
"508","ES","SG",16
"509","ES","SN",2
"510","ES","TH",7
"511","ES","TN",1
"512","ES","TR",4
"513","ES","TW",2
"514","ES","US",9
"515","ES","VN",2
"516","ES","ZA",4
"517","ES","ZW",1
"518","ET","CH",2
"519","FI","AU",1
"520","FI","CA",6
"521","FI","CH",9
"522","FI","HK",1
"523","FI","ID",1
"524","FI","LB",3
"525","FI","TH",5
"526","FJ","AU",2
"527","FK","SN",1
"528","FR","AE",22
"529","FR","AR",2
"530","FR","AT",1
"531","FR","AU",10
"532","FR","BB",2
"533","FR","BR",16
"534","FR","CA",20
"535","FR","CH",109
"536","FR","CL",3
"537","FR","CN",33
"538","FR","CO",3
"539","FR","FR",21
"540","FR","HK",4
"541","FR","ID",7
"542","FR","IN",1
"543","FR","JP",30
"544","FR","KR",30
"545","FR","KW",1
"546","FR","KZ",3
"547","FR","LB",5
"548","FR","MA",4
"549","FR","MC",1
"550","FR","MG",13
"551","FR","ML",1
"552","FR","MO",7
"553","FR","MU",9
"554","FR","MX",27
"555","FR","MY",4
"556","FR","NO",2
"557","FR","PE",2
"558","FR","PG",2
"559","FR","PH",4
"560","FR","QA",3
"561","FR","RS",3
"562","FR","RU",16
"563","FR","SG",34
"564","FR","SN",6
"565","FR","TD",1
"566","FR","TH",12
"567","FR","TN",9
"568","FR","TR",15
"569","FR","TW",8
"570","FR","UA",20
"571","FR","US",51
"572","FR","VN",10
"573","FR","ZA",11
"574","FR","ZW",2
"575","GA","FR",7
"576","GA","SN",1
"577","GA","ZA",1
"578","GB","AE",3
"579","GB","AR",3
"580","GB","AU",5
"581","GB","BR",4
"582","GB","CA",5
"583","GB","CH",30
"584","GB","CN",10
"585","GB","CO",6
"586","GB","FR",2
"587","GB","ID",2
"588","GB","JP",6
"589","GB","KR",2
"590","GB","KW",1
"591","GB","LB",3
"592","GB","MC",4
"593","GB","MO",1
"594","GB","MU",2
"595","GB","MX",7
"596","GB","NO",1
"597","GB","PH",1
"598","GB","QA",1
"599","GB","RU",1
"600","GB","SG",9
"601","GB","TH",11
"602","GB","TR",1
"603","GB","US",18
"604","GB","VN",2
"605","GB","ZA",7
"606","GB","ZW",1
"607","GD","CH",1
"608","GE","AT",1
"609","GE","CH",5
"610","GE","DE",2
"611","GE","FR",9
"612","GE","GB",3
"613","GE","IT",12
"614","GE","VN",2
"615","GF","CH",1
"616","GG","GB",2
"617","GH","CH",2
"618","GH","FR",1
"619","GI","CH",4
"620","GI","ES",2
"621","GM","FR",1
"622","GM","IT",1
"623","GN","FR",4
"624","GP","AT",2
"625","GP","CH",1
"626","GP","TH",1
"627","GP","US",12
"628","GR","AR",1
"629","GR","CA",6
"630","GR","CH",14
"631","GR","CO",3
"632","GR","HK",4
"633","GR","TH",1
"634","GR","TR",5
"635","GR","US",5
"636","GR","ZA",1
"637","GT","CH",3
"638","GT","CO",1
"639","GT","FR",5
"640","GT","MX",8
"641","GT","PA",1
"642","GT","US",2
"643","GU","CH",12
"644","GY","CH",1
"645","HK","AE",2
"646","HK","AR",2
"647","HK","AT",9
"648","HK","AU",7
"649","HK","BO",9
"650","HK","BR",10
"651","HK","CA",6
"652","HK","CH",59
"653","HK","CO",4
"654","HK","DE",2
"655","HK","DK",6
"656","HK","ES",39
"657","HK","FI",1
"658","HK","FR",41
"659","HK","GB",6
"660","HK","ID",9
"661","HK","IN",1
"662","HK","IS",1
"663","HK","IT",65
"664","HK","JP",27
"665","HK","KR",57
"666","HK","LB",1
"667","HK","MU",4
"668","HK","MY",8
"669","HK","NL",13
"670","HK","NO",1
"671","HK","PG",2
"672","HK","PT",2
"673","HK","RS",1
"674","HK","SG",45
"675","HK","SM",3
"676","HK","TH",16
"677","HK","TR",6
"678","HK","UG",1
"679","HK","US",37
"680","HK","ZA",3
"681","HN","CH",1
"682","HN","MX",5
"683","HN","TH",1
"684","HN","US",1
"685","HR","CH",5
"686","HR","TH",1
"687","HR","ZA",1
"688","HT","CH",1
"689","HT","FR",3
"690","HT","US",1
"691","HU","CH",7
"692","HU","PE",2
"693","HU","TH",3
"694","HU","US",1
"695","ID","AT",1
"696","ID","AU",1
"697","ID","BR",1
"698","ID","CH",9
"699","ID","DE",2
"700","ID","DK",1
"701","ID","ES",6
"702","ID","FR",28
"703","ID","GB",1
"704","ID","IT",11
"705","ID","JP",1
"706","ID","KR",4
"707","ID","LU",4
"708","ID","NL",3
"709","ID","SG",5
"710","ID","TH",10
"711","ID","TR",1
"712","ID","US",1
"713","IE","AU",1
"714","IE","CH",2
"715","IE","TH",5
"716","IE","ZA",1
"717","IL","AT",3
"718","IL","AU",1
"719","IL","BR",2
"720","IL","CH",15
"721","IL","DE",2
"722","IL","ES",1
"723","IL","FR",25
"724","IL","GB",1
"725","IL","IT",12
"726","IL","JP",2
"727","IL","NL",1
"728","IL","SE",1
"729","IL","TH",3
"730","IL","ZA",3
"731","IM","CH",1
"732","IM","IT",3
"733","IN","AE",5
"734","IN","AU",1
"735","IN","CH",23
"736","IN","DE",3
"737","IN","ES",3
"738","IN","FR",18
"739","IN","GB",2
"740","IN","HK",1
"741","IN","IT",18
"742","IN","JP",1
"743","IN","KR",2
"744","IN","LU",1
"745","IN","NL",1
"746","IN","SG",3
"747","IN","TH",8
"748","IN","US",2
"749","IQ","CH",5
"750","IQ","DE",1
"751","IQ","FR",6
"752","IQ","IT",4
"753","IR","CH",11
"754","IR","FR",7
"755","IR","IT",9
"756","IR","TH",2
"757","IR","ZA",1
"758","IS","CH",6
"759","IS","DE",3
"760","IS","DK",4
"761","IS","ES",1
"762","IS","FR",2
"763","IS","IT",1
"764","IT","AE",26
"765","IT","AR",9
"766","IT","AU",13
"767","IT","BO",8
"768","IT","BR",12
"769","IT","CA",8
"770","IT","CH",60
"771","IT","CN",49
"772","IT","CO",3
"773","IT","HK",2
"774","IT","ID",14
"775","IT","IN",1
"776","IT","JP",48
"777","IT","KE",1
"778","IT","KR",25
"779","IT","KW",14
"780","IT","LA",2
"781","IT","LB",9
"782","IT","MC",7
"783","IT","MG",1
"784","IT","ML",1
"785","IT","MO",10
"786","IT","MU",1
"787","IT","MW",1
"788","IT","MX",10
"789","IT","MY",9
"790","IT","MZ",2
"791","IT","NO",3
"792","IT","PE",2
"793","IT","PH",1
"794","IT","QA",14
"795","IT","RU",3
"796","IT","SD",3
"797","IT","SG",43
"798","IT","SN",2
"799","IT","TD",1
"800","IT","TH",10
"801","IT","TR",14
"802","IT","TW",17
"803","IT","US",64
"804","IT","VE",1
"805","IT","VN",6
"806","IT","ZA",10
"807","IT","ZW",4
"808","JM","CH",7
"809","JM","FR",1
"810","JM","US",1
"811","JO","CH",8
"812","JO","DE",2
"813","JO","FR",6
"814","JO","IT",6
"815","JO","JP",1
"816","JO","NL",3
"817","JO","TH",2
"818","JO","TR",1
"819","JP","AE",2
"820","JP","AT",7
"821","JP","AU",7
"822","JP","BD",2
"823","JP","BE",16
"824","JP","BR",11
"825","JP","CA",3
"826","JP","CH",64
"827","JP","CN",23
"828","JP","CO",9
"829","JP","DE",37
"830","JP","DK",3
"831","JP","ES",29
"832","JP","FR",88
"833","JP","GB",29
"834","JP","HK",46
"835","JP","ID",13
"836","JP","IT",115
"837","JP","KH",1
"838","JP","KR",55
"839","JP","MO",3
"840","JP","MW",1
"841","JP","MX",9
"842","JP","MY",4
"843","JP","MZ",1
"844","JP","NL",17
"845","JP","PE",1
"846","JP","PG",5
"847","JP","PT",3
"848","JP","SE",1
"849","JP","SG",39
"850","JP","TH",29
"851","JP","TR",2
"852","JP","TW",8
"853","JP","TZ",1
"854","JP","US",24
"855","JP","VN",37
"856","JP","ZA",6
"857","JP","ZM",2
"858","JP","ZW",3
"859","KE","CH",3
"860","KE","DE",1
"861","KE","FR",2
"862","KE","IT",4
"863","KE","MU",1
"864","KE","TH",1
"865","KG","CH",1
"866","KG","IT",1
"867","KH","CH",5
"868","KH","FR",5
"869","KH","TH",6
"870","KM","FR",1
"871","KN","CH",3
"872","KN","FR",1
"873","KP","CH",2
"874","KP","ES",2
"875","KP","FR",2
"876","KP","IT",3
"877","KP","TH",1
"878","KP","ZA",2
"879","KR","AR",1
"880","KR","AT",4
"881","KR","AU",7
"882","KR","BE",11
"883","KR","BO",4
"884","KR","BR",3
"885","KR","CA",3
"886","KR","CH",49
"887","KR","CN",2
"888","KR","CO",7
"889","KR","DE",14
"890","KR","DK",1
"891","KR","ES",39
"892","KR","FI",2
"893","KR","FR",97
"894","KR","GA",4
"895","KR","GB",17
"896","KR","GR",1
"897","KR","GY",2
"898","KR","HK",30
"899","KR","ID",16
"900","KR","IL",3
"901","KR","IS",1
"902","KR","IT",137
"903","KR","JP",46
"904","KR","KE",2
"905","KR","KH",2
"906","KR","LA",1
"907","KR","MO",3
"908","KR","MW",1
"909","KR","MX",1
"910","KR","MY",3
"911","KR","MZ",1
"912","KR","NL",12
"913","KR","PG",1
"914","KR","PT",2
"915","KR","SE",1
"916","KR","SG",46
"917","KR","SY",2
"918","KR","SZ",4
"919","KR","TH",18
"920","KR","TR",1
"921","KR","TW",6
"922","KR","UG",2
"923","KR","US",16
"924","KR","VN",20
"925","KR","ZA",10
"926","KR","ZM",1
"927","KR","ZW",1
"928","KW","AE",11
"929","KW","AT",1
"930","KW","BR",4
"931","KW","CH",30
"932","KW","CO",2
"933","KW","DE",4
"934","KW","ES",6
"935","KW","FR",31
"936","KW","GB",10
"937","KW","IT",29
"938","KW","JP",1
"939","KW","LB",4
"940","KW","NL",5
"941","KW","TH",3
"942","KW","US",4
"943","KY","CH",5
"944","KY","DE",1
"945","KY","US",2
"946","KZ","AT",4
"947","KZ","AU",1
"948","KZ","CH",22
"949","KZ","CO",1
"950","KZ","DE",2
"951","KZ","ES",3
"952","KZ","FR",28
"953","KZ","GB",5
"954","KZ","IT",34
"955","KZ","NL",4
"956","KZ","SG",4
"957","KZ","SM",1
"958","KZ","TH",5
"959","KZ","US",1
"960","KZ","ZA",1
"961","LA","AU",1
"962","LA","FR",5
"963","LA","SG",1
"964","LA","TH",4
"965","LB","AE",3
"966","LB","AT",1
"967","LB","BR",3
"968","LB","CH",16
"969","LB","CO",1
"970","LB","DE",3
"971","LB","FR",22
"972","LB","GB",6
"973","LB","IT",22
"974","LB","JP",1
"975","LB","KR",2
"976","LB","NL",3
"977","LB","TH",1
"978","LB","TR",1
"979","LC","CH",1
"980","LC","FR",1
"981","LC","TH",1
"982","LC","US",1
"983","LI","CH",3
"984","LI","FR",3
"985","LI","GB",1
"986","LI","IT",5
"987","LK","CH",3
"988","LK","FR",1
"989","LK","TH",1
"990","LR","CH",1
"991","LT","CA",2
"992","LT","CH",11
"993","LT","TH",2
"994","LU","CH",3
"995","LU","PH",4
"996","LU","TH",3
"997","LV","AR",1
"998","LV","CH",10
"999","LV","JP",1
"1000","LV","TH",1
"1001","LY","CH",3
"1002","LY","FR",1
"1003","LY","IT",2
"1004","LY","TH",1
"1005","MA","BE",4
"1006","MA","CH",15
"1007","MA","DE",2
"1008","MA","FR",16
"1009","MA","IT",14
"1010","MA","NL",5
"1011","MA","ZA",1
"1012","MC","CH",7
"1013","MC","DE",2
"1014","MC","ES",1
"1015","MC","FR",46
"1016","MC","GB",4
"1017","MC","IT",34
"1018","MC","PH",2
"1019","MC","TH",5
"1020","MC","US",1
"1021","MD","AT",2
"1022","MD","CH",6
"1023","MD","DE",1
"1024","MD","FR",1
"1025","MD","IT",3
"1026","ME","AT",2
"1027","ME","CH",1
"1028","ME","FR",2
"1029","ME","IT",5
"1030","MF","CH",1
"1031","MF","US",1
"1032","MG","CH",1
"1033","MG","FR",8
"1034","MK","AT",3
"1035","MK","CH",2
"1036","MK","DE",1
"1037","MK","FR",1
"1038","MK","GR",3
"1039","ML","CH",1
"1040","ML","FR",1
"1041","MM","CH",1
"1042","MM","IT",1
"1043","MM","JP",1
"1044","MM","TH",5
"1045","MN","AT",2
"1046","MN","AU",1
"1047","MN","CH",1
"1048","MN","DE",3
"1049","MN","ES",2
"1050","MN","FR",2
"1051","MN","GB",2
"1052","MN","JP",1
"1053","MN","KR",1
"1054","MN","TH",2
"1055","MO","CH",20
"1056","MO","DE",2
"1057","MO","ES",3
"1058","MO","FR",33
"1059","MO","GB",3
"1060","MO","IT",55
"1061","MO","JP",2
"1062","MO","KR",4
"1063","MO","MY",2
"1064","MO","NL",11
"1065","MO","SG",17
"1066","MO","US",9
"1067","MO","ZA",3
"1068","MQ","BR",1
"1069","MQ","SN",2
"1070","MR","FR",1
"1071","MT","CH",4
"1072","MT","TH",1
"1073","MU","AT",3
"1074","MU","CH",6
"1075","MU","FR",7
"1076","MU","MY",1
"1077","MU","SG",2
"1078","MU","ZA",2
"1079","MU","ZW",1
"1080","MV","CH",1
"1081","MV","DE",4
"1082","MV","FR",1
"1083","MV","TH",1
"1084","MV","ZA",1
"1085","MX","AR",2
"1086","MX","AT",3
"1087","MX","AU",1
"1088","MX","BO",3
"1089","MX","BR",7
"1090","MX","CH",20
"1091","MX","CN",5
"1092","MX","CO",2
"1093","MX","DE",4
"1094","MX","ES",14
"1095","MX","FR",26
"1096","MX","GB",3
"1097","MX","GY",1
"1098","MX","HK",3
"1099","MX","ID",4
"1100","MX","IT",47
"1101","MX","KR",1
"1102","MX","MC",1
"1103","MX","MY",3
"1104","MX","NL",3
"1105","MX","PA",2
"1106","MX","PT",1
"1107","MX","PY",1
"1108","MX","SG",7
"1109","MX","US",26
"1110","MX","ZA",9
"1111","MX","ZW",2
"1112","MY","AT",1
"1113","MY","AU",2
"1114","MY","CA",1
"1115","MY","CH",52
"1116","MY","CN",1
"1117","MY","DE",12
"1118","MY","ES",8
"1119","MY","FR",39
"1120","MY","GB",3
"1121","MY","HK",12
"1122","MY","IT",34
"1123","MY","JP",2
"1124","MY","KR",7
"1125","MY","LU",1
"1126","MY","MO",2
"1127","MY","NL",3
"1128","MY","PT",2
"1129","MY","SD",1
"1130","MY","SG",47
"1131","MY","TG",2
"1132","MY","TH",9
"1133","MY","TR",1
"1134","MY","TW",3
"1135","MY","US",3
"1136","MY","VN",1
"1137","MY","ZA",2
"1138","MZ","AT",1
"1139","MZ","JP",1
"1140","MZ","ZA",1
"1141","NC","AU",2
"1142","NC","CH",1
"1143","NE","FR",3
"1144","NG","CH",15
"1145","NG","FR",8
"1146","NG","GB",1
"1147","NG","IT",33
"1148","NG","ZA",2
"1149","NI","CH",1
"1150","NI","FR",1
"1151","NI","US",2
"1152","NL","AU",1
"1153","NL","BR",1
"1154","NL","CA",2
"1155","NL","CH",15
"1156","NL","HK",4
"1157","NL","ID",1
"1158","NL","JP",4
"1159","NL","KR",6
"1160","NL","MO",2
"1161","NL","MX",4
"1162","NL","PH",1
"1163","NL","RS",1
"1164","NL","SG",3
"1165","NL","TG",1
"1166","NL","TH",3
"1167","NL","TR",4
"1168","NL","TW",2
"1169","NL","US",2
"1170","NL","VN",1
"1171","NL","ZA",5
"1172","NO","AT",6
"1173","NO","AU",1
"1174","NO","BE",1
"1175","NO","CA",5
"1176","NO","CH",24
"1177","NO","DE",6
"1178","NO","DK",11
"1179","NO","ES",2
"1180","NO","FR",21
"1181","NO","GB",1
"1182","NO","IS",1
"1183","NO","IT",22
"1184","NO","JP",1
"1185","NO","MY",1
"1186","NO","NL",4
"1187","NO","PE",1
"1188","NO","SE",2
"1189","NO","SI",3
"1190","NO","TH",4
"1191","NO","TW",1
"1192","NO","US",10
"1193","NO","ZA",1
"1194","NP","AU",2
"1195","NP","CH",3
"1196","NP","TH",1
"1197","NZ","AT",2
"1198","NZ","AU",9
"1199","NZ","CH",15
"1200","NZ","CN",1
"1201","NZ","DE",2
"1202","NZ","FR",23
"1203","NZ","GB",1
"1204","NZ","HK",4
"1205","NZ","IT",2
"1206","NZ","JP",2
"1207","NZ","KR",2
"1208","NZ","SG",13
"1209","NZ","TH",5
"1210","NZ","US",2
"1211","NZ","VN",1
"1212","NZ","ZA",2
"1213","OM","CH",14
"1214","OM","DE",3
"1215","OM","ES",1
"1216","OM","FR",7
"1217","OM","GB",3
"1218","OM","IN",1
"1219","OM","IT",4
"1220","OM","JP",1
"1221","OM","TG",1
"1222","OM","TH",2
"1223","PA","AU",2
"1224","PA","CH",18
"1225","PA","CO",1
"1226","PA","ES",2
"1227","PA","FR",10
"1228","PA","GB",1
"1229","PA","IT",11
"1230","PA","JP",1
"1231","PA","LA",1
"1232","PA","NI",2
"1233","PA","NL",3
"1234","PA","TD",1
"1235","PA","US",3
"1236","PA","VE",1
"1237","PA","VN",2
"1238","PA","ZW",2
"1239","PE","AT",2
"1240","PE","CH",8
"1241","PE","DE",1
"1242","PE","FR",1
