"","target","source","flow"
"213","CG","CH",1
"214","CG","DE",3
"215","CG","FR",6
"216","CG","IT",1
"217","CG","ZA",1
"218","CH","AE",24
"219","CH","AT",12
"220","CH","AU",1
"221","CH","BE",2
"222","CH","BG",1
"223","CH","BH",4
"224","CH","CA",3
"225","CH","CL",1
"226","CH","CN",11
"227","CH","CZ",3
"228","CH","DE",39
"229","CH","DK",1
"230","CH","EE",1
"231","CH","ES",14
"232","CH","FR",73
"233","CH","GB",31
"234","CH","GE",2
"235","CH","GR",3
"236","CH","GU",5
"237","CH","HK",26
"238","CH","ID",2
"239","CH","IN",1
"240","CH","IT",93
"241","CH","JP",22
"242","CH","KR",5
"243","CH","KW",7
"244","CH","LB",1
"245","CH","LV",1
"246","CH","MC",9
"247","CH","MG",7
"248","CH","MO",2
"249","CH","MT",1
"250","CH","MU",8
"251","CH","MX",4
"252","CH","MY",17
"253","CH","NL",20
"254","CH","NO",1
"255","CH","NZ",1
"256","CH","PL",1
"257","CH","PT",6
"258","CH","QA",3
"259","CH","RO",1
"260","CH","RS",1
"261","CH","RU",2
"262","CH","SG",20
"263","CH","SI",2
"264","CH","TH",17
"265","CH","TR",3
"266","CH","US",26
"267","CH","UY",1
"268","CH","VN",2
"269","CH","ZA",4
"270","CI","CH",1
"271","CI","FR",7
"272","CL","CH",6
"273","CL","DE",3
"274","CL","ES",3
"275","CL","FR",5
"276","CL","HK",1
"277","CL","PE",1
"278","CL","US",2
"279","CM","ES",2
"280","CM","FR",5
"281","CM","TH",1
"282","CN","AT",5
"283","CN","AU",1
"284","CN","BE",12
"285","CN","BO",1
"286","CN","BR",1
"287","CN","CA",10
"288","CN","CH",50
"289","CN","CO",2
"290","CN","DE",21
"291","CN","DK",2
"292","CN","ES",18
"293","CN","FR",94
"294","CN","GB",21
"295","CN","ID",8
"296","CN","IT",105
"297","CN","JP",9
"298","CN","KR",6
"299","CN","LU",1
"300","CN","MY",5
"301","CN","NL",11
"302","CN","NO",2
"303","CN","PT",3
"304","CN","RO",1
"305","CN","RS",1
"306","CN","SG",32
"307","CN","TH",25
"308","CN","TR",2
"309","CN","US",13
"310","CN","VN",9
"311","CN","ZA",1
"312","CN","ZM",1
"313","CN","ZW",3
"314","CO","AT",2
"315","CO","CH",4
"316","CO","DE",3
"317","CO","ES",7
"318","CO","FR",6
"319","CO","ID",1
"320","CO","IT",1
"321","CO","PE",1
"322","CO","PT",1
"323","CO","TH",2
"324","CO","US",3
"325","CR","CH",4
"326","CR","DE",1
"327","CR","ES",1
"328","CR","FR",1
"329","CR","IT",1
"330","CR","TH",1
"331","CR","US",1
"332","CU","CH",3
"333","CW","US",1
"334","CY","BR",1
"335","CY","CH",7
"336","CY","FR",1
"337","CZ","CH",11
"338","CZ","CN",1
"339","CZ","TH",3
"340","CZ","ZA",2
"341","DE","AE",2
"342","DE","AR",5
"343","DE","AU",4
"344","DE","AW",1
"345","DE","CA",11
"346","DE","CH",33
"347","DE","CN",8
"348","DE","CO",3
"349","DE","FR",1
"350","DE","HK",8
"351","DE","ID",3
"352","DE","JP",5
"353","DE","KR",3
"354","DE","LB",2
"355","DE","MX",3
"356","DE","MY",2
"357","DE","MZ",2
"358","DE","PE",2
"359","DE","PG",1
"360","DE","QA",1
"361","DE","RU",1
"362","DE","SG",15
"363","DE","TH",10
"364","DE","TR",6
"365","DE","UA",4
"366","DE","US",7
"367","DE","VE",1
"368","DE","VN",2
"369","DE","ZA",9
"370","DE","ZW",4
"371","DJ","FR",1
"372","DK","CA",2
"373","DK","CH",14
"374","DK","CO",1
"375","DK","JP",2
"376","DK","MX",1
"377","DK","SN",5
"378","DK","TH",7
"379","DK","ZA",3
"380","DK","ZW",1
"381","DM","CH",1
"382","DM","FR",1
"383","DM","TH",1
"384","DO","BR",1
"385","DO","CH",3
"386","DO","CO",1
"387","DO","DE",1
"388","DO","ES",5
"389","DO","FR",7
"390","DO","IT",3
"391","DO","NL",2
"392","DO","TH",1
"393","DO","US",3
"394","DZ","CH",1
"395","DZ","FR",8
"396","DZ","IT",4
"397","EC","CH",1
"398","EC","FR",1
"399","EC","IT",2
"400","EC","NL",1
"401","EC","TH",1
"402","EC","US",4
"403","EE","CH",2
"404","EE","FR",1
"405","EE","TH",2
"406","EG","CH",6
"407","EG","DE",2
"408","EG","FR",7
"409","EG","IT",4
"410","EG","NL",3
"411","EG","TH",4
"412","EG","TR",1
"413","ER","FR",1
"414","ES","AE",2
"415","ES","AR",3
"416","ES","AU",1
"417","ES","BO",1
"418","ES","BR",1
"419","ES","CH",20
"420","ES","CN",1
"421","ES","CO",3
"422","ES","FR",1
"423","ES","HK",11
"424","ES","ID",6
"425","ES","JP",7
"426","ES","KR",2
"427","ES","MX",4
"428","ES","MY",1
"429","ES","NI",2
"430","ES","PA",1
"431","ES","PE",2
"432","ES","SG",12
"433","ES","SN",1
"434","ES","TH",6
"435","ES","US",2
"436","ES","VN",2
"437","ES","ZA",1
"438","ES","ZW",1
"439","ET","CH",1
"440","ET","TH",2
"441","FI","CA",6
"442","FI","CH",6
"443","FI","HK",1
"444","FI","TH",4
"445","FR","AE",20
"446","FR","AR",2
"447","FR","AU",9
"448","FR","BL",1
"449","FR","BR",16
"450","FR","CA",13
"451","FR","CH",79
"452","FR","CN",17
"453","FR","CO",2
"454","FR","DO",1
"455","FR","FR",21
"456","FR","GB",1
"457","FR","HK",36
"458","FR","ID",16
"459","FR","JP",37
"460","FR","KR",17
"461","FR","KW",2
"462","FR","KZ",5
"463","FR","MA",6
"464","FR","MC",4
"465","FR","MG",17
"466","FR","ML",1
"467","FR","MO",5
"468","FR","MU",6
"469","FR","MX",11
"470","FR","MY",7
"471","FR","NO",4
"472","FR","PE",2
"473","FR","PG",2
"474","FR","PH",4
"475","FR","QA",11
"476","FR","RU",18
"477","FR","SG",26
"478","FR","SN",3
"479","FR","TD",1
"480","FR","TH",12
"481","FR","TN",5
"482","FR","TR",20
"483","FR","UA",6
"484","FR","US",38
"485","FR","VN",6
"486","FR","ZA",8
"487","FR","ZW",2
"488","GA","FR",1
"489","GB","AE",1
"490","GB","AU",2
"491","GB","BR",6
"492","GB","CA",6
"493","GB","CH",22
"494","GB","CN",3
"495","GB","CO",4
"496","GB","DE",1
"497","GB","FR",4
"498","GB","GE",1
"499","GB","HK",10
"500","GB","ID",7
"501","GB","JE",1
"502","GB","JP",7
"503","GB","KR",1
"504","GB","LB",1
"505","GB","MC",1
"506","GB","MU",1
"507","GB","PA",1
"508","GB","RS",1
"509","GB","RU",1
"510","GB","SG",17
"511","GB","TH",10
"512","GB","TR",2
"513","GB","US",12
"514","GB","VN",1
"515","GB","ZA",2
"516","GD","CH",1
"517","GD","US",1
"518","GE","AM",1
"519","GE","AT",1
"520","GE","CH",3
"521","GE","DE",3
"522","GE","FR",3
"523","GE","IT",15
"524","GE","NL",1
"525","GE","TH",1
"526","GG","AT",1
"527","GG","GB",2
"528","GH","DE",2
"529","GH","FR",1
"530","GH","IT",7
"531","GI","CH",4
"532","GI","ES",3
"533","GI","FR",1
"534","GI","LV",1
"535","GI","NL",1
"536","GP","CH",1
"537","GP","US",1
"538","GR","AE",1
"539","GR","BR",1
"540","GR","CA",4
"541","GR","CH",8
"542","GR","HK",1
"543","GR","ID",1
"544","GR","JP",1
"545","GR","SM",1
"546","GR","TH",2
"547","GR","US",5
"548","GT","CH",1
"549","GT","ES",1
"550","GT","US",1
"551","GU","CH",7
"552","GU","ES",1
"553","GU","HK",1
"554","GU","IT",1
"555","GU","SG",10
"556","HK","AE",1
"557","HK","AT",7
"558","HK","AU",10
"559","HK","BE",12
"560","HK","BO",2
"561","HK","BR",4
"562","HK","BW",1
"563","HK","CA",7
"564","HK","CH",50
"565","HK","CL",4
"566","HK","CO",5
"567","HK","DE",15
"568","HK","DK",1
"569","HK","EE",4
"570","HK","ES",33
"571","HK","FR",96
"572","HK","GB",26
"573","HK","GE",2
"574","HK","ID",9
"575","HK","IT",86
"576","HK","JP",18
"577","HK","KR",30
"578","HK","LU",1
"579","HK","LV",1
"580","HK","MG",1
"581","HK","MT",1
"582","HK","MY",15
"583","HK","NL",9
"584","HK","NZ",1
"585","HK","PG",1
"586","HK","PT",5
"587","HK","QA",1
"588","HK","SG",68
"589","HK","SM",1
"590","HK","SV",4
"591","HK","TH",25
"592","HK","TR",1
"593","HK","US",28
"594","HK","VN",4
"595","HK","ZA",1
"596","HK","ZW",3
"597","HN","ES",1
"598","HN","US",1
"599","HR","CH",6
"600","HT","CH",1
"601","HT","US",1
"602","HU","CH",4
"603","HU","PE",1
"604","HU","TH",1
"605","ID","AT",2
"606","ID","CH",14
"607","ID","DE",2
"608","ID","ES",7
"609","ID","FR",17
"610","ID","GB",1
"611","ID","HK",8
"612","ID","IT",6
"613","ID","JP",4
"614","ID","NL",1
"615","ID","SG",30
"616","ID","TH",5
"617","IE","CH",2
"618","IE","TH",4
"619","IL","AT",3
"620","IL","BR",2
"621","IL","CH",8
"622","IL","DE",5
"623","IL","ES",3
"624","IL","FR",9
"625","IL","GB",2
"626","IL","IT",12
"627","IL","JP",3
"628","IL","NL",1
"629","IL","SG",1
"630","IL","TH",9
"631","IN","AE",1
"632","IN","BE",1
"633","IN","CH",19
"634","IN","DE",2
"635","IN","ES",4
"636","IN","FR",15
"637","IN","GB",1
"638","IN","HK",5
"639","IN","IT",11
"640","IN","JP",1
"641","IN","NL",1
"642","IN","SG",7
"643","IN","TH",9
"644","IQ","CH",7
"645","IQ","DE",1
"646","IQ","FR",5
"647","IQ","IT",17
"648","IQ","TH",1
"649","IR","CH",8
"650","IR","DE",2
"651","IR","IT",7
"652","IR","TH",9
"653","IS","AT",1
"654","IS","CH",1
"655","IS","DE",2
"656","IS","DK",3
"657","IS","FR",2
"658","IS","IT",2
"659","IT","AE",23
"660","IT","AR",3
"661","IT","AU",4
"662","IT","BO",1
"663","IT","BR",10
"664","IT","CA",8
"665","IT","CH",38
"666","IT","CN",26
"667","IT","CO",2
"668","IT","FR",1
"669","IT","HK",20
"670","IT","ID",8
"671","IT","JP",42
"672","IT","KE",1
"673","IT","KR",17
"674","IT","KW",16
"675","IT","MC",16
"676","IT","MD",1
"677","IT","MO",8
"678","IT","MW",1
"679","IT","MX",1
"680","IT","MY",6
"681","IT","MZ",1
"682","IT","NZ",1
"683","IT","PE",2
"684","IT","QA",18
"685","IT","RU",6
"686","IT","SG",33
"687","IT","TH",19
"688","IT","TR",19
"689","IT","US",53
"690","IT","VE",1
"691","IT","VN",4
"692","IT","ZA",6
"693","IT","ZM",1
"694","IT","ZW",3
"695","JE","CH",1
"696","JE","DE",1
"697","JE","GB",2
"698","JM","CH",3
"699","JM","US",1
"700","JO","CH",6
"701","JO","DE",1
"702","JO","FR",3
"703","JO","IT",9
"704","JO","JP",1
"705","JO","NL",5
"706","JO","PT",1
"707","JO","TH",1
"708","JP","AE",2
"709","JP","AT",12
"710","JP","AU",4
"711","JP","BE",8
"712","JP","BR",10
"713","JP","CH",54
"714","JP","CN",13
"715","JP","CO",7
"716","JP","DE",14
"717","JP","DK",1
"718","JP","ES",22
"719","JP","FI",1
"720","JP","FR",67
"721","JP","GB",25
"722","JP","HK",36
"723","JP","ID",12
"724","JP","IT",95
"725","JP","KH",1
"726","JP","KR",32
"727","JP","MO",1
"728","JP","MX",2
"729","JP","MY",9
"730","JP","MZ",1
"731","JP","NL",11
"732","JP","PA",1
"733","JP","PE",1
"734","JP","PG",4
"735","JP","PT",3
"736","JP","RO",2
"737","JP","SG",59
"738","JP","TH",25
"739","JP","US",18
"740","JP","VN",44
"741","JP","ZA",2
"742","JP","ZM",1
"743","JP","ZW",3
"744","KE","CH",1
"745","KE","IT",2
"746","KE","SG",1
"747","KG","AT",1
"748","KG","CH",1
"749","KG","FR",1
"750","KG","IT",6
"751","KH","CH",3
"752","KH","FR",6
"753","KH","GB",3
"754","KH","HK",2
"755","KH","IT",15
"756","KH","PT",1
"757","KH","SG",1
"758","KH","TH",6
"759","KH","US",1
"760","KM","TH",1
"761","KN","CH",1
"762","KN","GB",2
"763","KN","US",1
"764","KP","CH",1
"765","KP","KE",1
"766","KP","TH",1
"767","KP","ZA",1
"768","KR","AT",3
"769","KR","BE",9
"770","KR","CH",29
"771","KR","CN",1
"772","KR","CO",4
"773","KR","DE",6
"774","KR","DK",1
"775","KR","ES",38
"776","KR","FI",1
"777","KR","FR",57
"778","KR","GB",7
"779","KR","HK",18
"780","KR","ID",8
"781","KR","IT",74
"782","KR","JP",20
"783","KR","MO",2
"784","KR","MY",5
"785","KR","MZ",1
"786","KR","NL",8
"787","KR","PT",1
"788","KR","RO",1
"789","KR","SG",36
"790","KR","TH",11
"791","KR","TR",1
"792","KR","US",6
"793","KR","VN",20
"794","KR","ZA",1
"795","KW","AE",10
"796","KW","BR",1
"797","KW","CH",24
"798","KW","CO",1
"799","KW","DE",5
"800","KW","ES",12
"801","KW","FR",18
"802","KW","GB",10
"803","KW","HK",1
"804","KW","IT",26
"805","KW","JP",2
"806","KW","NL",6
"807","KW","PT",3
"808","KW","SG",1
"809","KW","TH",11
"810","KW","ZA",1
"811","KY","CH",5
"812","KY","FR",1
"813","KY","GB",1
"814","KY","US",2
"815","KZ","AT",1
"816","KZ","CH",10
"817","KZ","CO",1
"818","KZ","DE",3
"819","KZ","ES",1
"820","KZ","FR",13
"821","KZ","IT",28
"822","KZ","NL",3
"823","KZ","TH",6
"824","KZ","ZA",1
"825","LA","CH",1
"826","LA","FR",1
"827","LA","TH",5
"828","LB","BR",2
"829","LB","CH",19
"830","LB","CO",3
"831","LB","DE",3
"832","LB","ES",4
"833","LB","FR",16
"834","LB","GB",1
"835","LB","HK",1
"836","LB","IT",16
"837","LB","JP",1
"838","LB","NL",5
"839","LB","PT",1
"840","LB","TH",4
"841","LC","CH",1
"842","LC","GB",1
"843","LC","US",1
"844","LI","CH",1
"845","LI","DE",1
"846","LI","FR",2
"847","LI","GB",1
"848","LI","IT",5
"849","LK","AT",3
"850","LK","CH",2
"851","LK","SG",1
"852","LK","TH",2
"853","LR","CH",1
"854","LT","CH",2
"855","LT","TH",4
"856","LU","CH",2
"857","LU","TH",4
"858","LV","CH",5
"859","LV","GE",1
"860","LV","TH",3
"861","LY","CH",1
"862","MA","AT",1
"863","MA","BE",1
"864","MA","BR",1
"865","MA","CH",7
"866","MA","DE",1
"867","MA","ES",15
"868","MA","FR",10
"869","MA","IT",14
"870","MA","NL",6
"871","MA","TH",2
"872","MC","CH",16
"873","MC","DE",8
"874","MC","ES",1
"875","MC","FR",26
"876","MC","IT",35
"877","MD","AT",2
"878","MD","CH",1
"879","MD","DE",2
"880","MD","TH",1
"881","ME","AT",1
"882","ME","CH",3
"883","ME","DE",2
"884","ME","IT",3
"885","ME","RS",1
"886","MF","CH",2
"887","MF","FR",2
"888","MF","US",1
"889","MG","CH",1
"890","MG","FR",22
"891","MG","ID",1
"892","MK","AT",1
"893","MK","CH",1
"894","MK","DE",1
"895","MK","RO",1
"896","MM","CH",1
"897","MM","FR",3
"898","MM","HK",1
"899","MM","SG",3
"900","MM","TH",6
"901","MN","AT",1
"902","MN","CH",3
"903","MN","DE",1
"904","MN","HK",2
"905","MN","IT",2
"906","MN","TH",4
"907","MO","AE",1
"908","MO","AU",3
"909","MO","BE",6
"910","MO","CH",17
"911","MO","DE",3
"912","MO","ES",2
"913","MO","FR",32
"914","MO","GB",10
"915","MO","IT",38
"916","MO","JP",4
"917","MO","KR",7
"918","MO","MY",4
"919","MO","NL",6
"920","MO","SG",11
"921","MO","TH",4
"922","MO","US",5
"923","MP","SG",3
"924","MT","CH",3
"925","MU","AT",1
"926","MU","CH",4
"927","MU","FR",5
"928","MU","IT",5
"929","MU","MY",1
"930","MU","SG",1
"931","MU","TH",1
"932","MU","ZA",1
"933","MU","ZW",1
"934","MV","CH",1
"935","MV","FR",1
"936","MW","ZW",1
"937","MX","AT",3
"938","MX","BO",2
"939","MX","BR",8
"940","MX","CH",20
"941","MX","CO",2
"942","MX","DE",4
"943","MX","ES",12
"944","MX","FR",32
"945","MX","GB",1
"946","MX","GY",1
"947","MX","ID",3
"948","MX","IT",29
"949","MX","JP",1
"950","MX","MY",1
"951","MX","NL",2
"952","MX","PE",1
"953","MX","PT",1
"954","MX","SG",6
"955","MX","TH",2
"956","MX","US",14
"957","MX","ZA",1
"958","MY","AT",1
"959","MY","CH",25
"960","MY","DE",5
"961","MY","ES",3
"962","MY","FR",27
"963","MY","GB",2
"964","MY","HK",17
"965","MY","ID",1
"966","MY","IT",23
"967","MY","JP",3
"968","MY","KR",2
"969","MY","NL",4
"970","MY","PT",2
"971","MY","SG",39
"972","MY","TH",13
"973","MY","US",1
"974","MY","VN",7
"975","MZ","ZA",2
"976","NC","CH",1
"977","NC","IT",3
"978","NC","SG",1
"979","NG","CH",3
"980","NG","DE",3
"981","NG","ES",1
"982","NG","FR",3
"983","NG","IT",17
"984","NG","PT",1
"985","NG","US",1
"986","NI","US",1
"987","NL","AM",5
"988","NL","CH",8
"989","NL","CN",1
"990","NL","GE",2
"991","NL","HK",9
"992","NL","ID",4
"993","NL","JP",9
"994","NL","KR",6
"995","NL","MY",1
"996","NL","PE",1
"997","NL","SG",6
"998","NL","TH",7
"999","NL","TR",6
"1000","NL","US",20
"1001","NL","VN",5
"1002","NO","AT",5
"1003","NO","BE",1
"1004","NO","CH",17
"1005","NO","DE",5
"1006","NO","DK",7
"1007","NO","ES",2
"1008","NO","FR",14
"1009","NO","GB",2
"1010","NO","IT",13
"1011","NO","JP",1
"1012","NO","LT",2
"1013","NO","NL",2
"1014","NO","PE",1
"1015","NO","RO",1
"1016","NO","SI",3
"1017","NO","TH",6
"1018","NO","US",3
"1019","NP","CH",1
"1020","NP","FR",1
"1021","NP","TH",3
"1022","NZ","AU",3
"1023","NZ","CH",4
"1024","NZ","CN",1
"1025","NZ","DE",2
"1026","NZ","ES",1
"1027","NZ","FR",4
"1028","NZ","GB",1
"1029","NZ","HK",5
"1030","NZ","ID",2
"1031","NZ","IT",2
"1032","NZ","JP",1
"1033","NZ","PT",1
"1034","NZ","SG",14
"1035","NZ","TH",4
"1036","OM","CH",8
"1037","OM","DE",3
"1038","OM","ES",1
"1039","OM","FR",6
"1040","OM","GB",5
"1041","OM","IT",6
"1042","OM","TH",6
"1043","OM","US",1
"1044","PA","CH",5
"1045","PA","DE",1
"1046","PA","ES",1
"1047","PA","FR",10
"1048","PA","IT",10
"1049","PA","JP",1
"1050","PA","US",4
"1051","PE","CH",4
"1052","PE","CN",1
"1053","PE","TH",1
"1054","PE","US",2
"1055","PF","CH",1
"1056","PG","AT",1
"1057","PG","JP",3
"1058","PG","TH",6
"1059","PH","CH",6
"1060","PH","ES",1
"1061","PH","FR",11
"1062","PH","HK",10
"1063","PH","IT",7
"1064","PH","JP",1
"1065","PH","SG",25
"1066","PH","TH",6
"1067","PH","US",1
"1068","PK","CH",5
"1069","PK","DE",1
"1070","PK","FR",1
"1071","PK","ID",1
"1072","PK","IT",4
"1073","PK","TH",2
"1074","PL","CH",7
"1075","PL","CO",1
"1076","PL","HK",2
"1077","PL","JP",2
"1078","PL","PE",1
"1079","PL","SG",1
"1080","PL","TH",4
"1081","PL","ZA",1
"1082","PR","CH",2
"1083","PR","DE",2
"1084","PR","ES",1
"1085","PR","FR",1
"1086","PR","NL",1
"1087","PT","BR",11
"1088","PT","CH",15
"1089","PT","CN",1
"1090","PT","PE",3
"1091","PT","SN",3
"1092","PT","TH",3
"1093","PY","CH",3
"1094","PY","IT",1
"1095","PY","US",1
"1096","QA","BR",2
"1097","QA","CH",29
"1098","QA","CO",6
"1099","QA","DE",7
"1100","QA","ES",4
"1101","QA","FR",31
"1102","QA","GB",15
"1103","QA","IT",47
"1104","QA","JP",2
"1105","QA","NL",9
"1106","QA","PH",1
"1107","QA","PT",1
"1108","QA","SG",25
"1109","QA","TH",12
"1110","RE","AT",1
"1111","RE","CH",2
"1112","RO","CH",9
"1113","RO","FR",1
"1114","RO","ID",2
"1115","RO","JP",1
"1116","RO","PE",1
"1117","RO","RS",1
"1118","RO","SG",1
"1119","RO","TH",7
"1120","RS","AT",1
"1121","RS","CH",6
"1122","RS","DE",1
"1123","RS","FR",2
"1124","RS","IT",1
"1125","RS","NL",1
"1126","RU","AT",8
"1127","RU","CH",32
"1128","RU","CO",1
"1129","RU","DE",15
"1130","RU","ES",7
"1131","RU","FR",35
"1132","RU","GB",5
"1133","RU","GR",3
"1134","RU","ID",6
"1135","RU","IT",69
"1136","RU","JP",2
"1137","RU","LV",3
"1138","RU","MY",2
"1139","RU","NL",7
"1140","RU","PT",3
"1141","RU","TH",11
"1142","RU","TR",2
"1143","RU","US",2
"1144","RU","VN",1
"1145","RU","ZA",1
"1146","SA","CH",26
"1147","SA","DE",4
"1148","SA","ES",6
"1149","SA","FR",20
"1150","SA","GB",9
"1151","SA","HK",1
"1152","SA","ID",2
"1153","SA","IT",36
"1154","SA","KW",1
"1155","SA","LU",1
"1156","SA","NL",5
"1157","SA","PT",3
"1158","SA","SG",4
"1159","SA","TH",10
"1160","SA","US",1
"1161","SA","ZA",1
"1162","SC","CH",2
"1163","SD","CH",1
"1164","SD","FR",1
"1165","SD","TH",1
"1166","SE","AU",1
"1167","SE","CH",9
"1168","SE","NO",1
"1169","SE","SG",1
"1170","SE","TH",5
"1171","SE","US",2
"1172","SG","AT",5
"1173","SG","AU",1
"1174","SG","BE",7
"1175","SG","CH",35
"1176","SG","CL",1
"1177","SG","CN",7
"1178","SG","CO",2
"1179","SG","DE",10
"1180","SG","ES",10
"1181","SG","FR",50
"1182","SG","GB",10
"1183","SG","HK",32
"1184","SG","ID",24
"1185","SG","IN",1
"1186","SG","IT",52
"1187","SG","JP",17
"1188","SG","KE",2
"1189","SG","KR",2
"1190","SG","MO",10
"1191","SG","MX",1
"1192","SG","MY",26
"1193","SG","MZ",1
"1194","SG","NL",6
"1195","SG","NZ",5
"1196","SG","PG",1
"1197","SG","PH",11
"1198","SG","PT",2
"1199","SG","QA",1
"1200","SG","TH",23
"1201","SG","TR",1
"1202","SG","US",11
"1203","SG","VN",20
"1204","SG","ZA",4
"1205","SG","ZM",1
"1206","SG","ZW",1
"1207","SI","CH",8
"1208","SI","HK",1
"1209","SI","TH",1
"1210","SK","CH",5
"1211","SK","CO",2
"1212","SK","TH",2
"1213","SL","TH",1
"1214","SM","CH",2
"1215","SM","FR",1
"1216","SM","NL",1
"1217","SN","FR",3
"1218","SN","IT",2
"1219","SR","CH",1
"1220","SR","US",1
"1221","SX","US",2
"1222","SY","FR",1
"1223","SY","TH",1
"1224","SZ","FR",1
"1225","SZ","US",1
"1226","TC","CH",3
"1227","TC","US",1
"1228","TF","CH",1
"1229","TG","FR",1
"1230","TH","AT",1
"1231","TH","AU",1
"1232","TH","CH",24
"1233","TH","CO",1
"1234","TH","DE",2
"1235","TH","ES",28
"1236","TH","FR",32
"1237","TH","GB",2
"1238","TH","HK",23
"1239","TH","ID",2
"1240","TH","IT",18
"1241","TH","JP",14
"1242","TH","KH",1
"1243","TH","KR",6
"1244","TH","LT",1
